player_id,wins,losses,total_comparisons,win_rate,name
328,4178,218,4396,0.9504094631483166,Mohamed Salah
351,3940,315,4255,0.9259694477085781,Erling Haaland
182,3971,320,4291,0.9254253087858308,Cole Palmer
148,3909,317,4226,0.924988168480833,Danny Welbeck
447,3819,392,4211,0.9069104725718357,Chris Wood
99,3819,395,4214,0.906264831514001,Bryan Mbeumo
339,3817,406,4223,0.9038598152971821,Virgil van Dijk
58,3713,446,4159,0.8927626833373407,Ollie Watkins
180,3723,454,4177,0.8913095523102705,Nicolas Jackson
514,3730,465,4195,0.8891537544696066,Jarrod Bowen
413,3821,491,4312,0.8861317254174397,Nick Pope
17,3740,483,4223,0.8856263319914752,Bukayo Saka
4,3632,486,4118,0.8819815444390481,Kai Havertz
230,3602,498,4100,0.8785365853658537,Dwight McNeil
247,3645,505,4150,0.8783132530120482,Alex Iwobi
443,3630,516,4146,0.8755426917510853,Matz Sels
494,3649,531,4180,0.8729665071770335,James Maddison
541,3497,553,4050,0.8634567901234568,Matheus Santos Carneiro Da Cunha
239,3652,578,4230,0.8633569739952719,Adama Traoré
327,3576,578,4154,0.8608570052961001,Luis Díaz
19,3534,602,4136,0.8544487427466151,Emile Smith Rowe
491,3528,601,4129,0.8544441753451198,Brennan Johnson
248,3616,616,4232,0.8544423440453687,Bernd Leno
83,3545,604,4149,0.8544227524704748,Marcus Tavernier
136,3481,597,4078,0.8536047081902893,Mitoma Kaoru
566,3425,610,4035,0.8488228004956629,Jørgen Strand Larsen
199,3407,610,4017,0.8481453821259647,Eberechi Eze
54,3403,626,4029,0.844626458178208,Morgan Rogers
392,3444,643,4087,0.8426718864692929,Harvey Barnes
618,3091,578,3669,0.842463886617607,Georginio Rutter
372,3397,641,4038,0.8412580485388806,Alejandro Garnacho
306,3367,642,4009,0.8398603142928411,Jamie Vardy
311,3361,647,4008,0.8385728542914171,Trent Alexander-Arnold
300,3323,644,3967,0.8376607007814469,Wilfred Ndidi
434,3397,668,4065,0.835670356703567,Callum Hudson-Odoi
94,3367,670,4037,0.8340351746346297,Vitaly Janelt
9,3416,685,4101,0.8329675688856376,Gabriel Martinelli Silva
268,3313,669,3982,0.8319939728779507,Liam Delap
350,3280,687,3967,0.8268212755230653,Joško Gvardiol
91,3395,725,4120,0.8240291262135923,Mark Flekken
650,2261,485,2746,0.8233794610342317,Maxence Lacroix
342,3273,703,3976,0.8231891348088531,Bernardo Veiga de Carvalho e Silva
326,3329,719,4048,0.8223814229249012,Ibrahima Konaté
383,3303,715,4018,0.8220507715281234,André Onana
78,3311,717,4028,0.8219960278053625,Antoine Semenyo
252,3311,717,4028,0.8219960278053625,Raúl Jiménez
323,3329,731,4060,0.8199507389162561,Ryan Gravenberch
220,3209,706,3915,0.8196679438058748,Dominic Calvert-Lewin
436,3205,707,3912,0.8192740286298569,Murillo Santiago Costa dos Santos
185,3226,715,3941,0.8185739659984775,Robert Sánchez
57,3279,728,4007,0.8183179435987022,Youri Tielemans
3,3215,732,3947,0.8145426906511274,Gabriel dos Santos Magalhães
385,3173,741,3914,0.8106796116504854,Marcus Rashford
89,3261,764,4025,0.8101863354037268,Mikkel Damsgaard
495,3199,752,3951,0.8096684383700329,Pedro Porro
293,3251,766,4017,0.809310430669654,Mads Hermansen
201,3218,770,3988,0.8069207622868606,Dean Henderson
36,3201,767,3968,0.8067036290322581,Lucas Digne
255,3190,777,3967,0.8041341063776153,Antonee Robinson
335,3161,774,3935,0.8033036848792884,Andrew Robertson
235,3110,762,3872,0.8032024793388429,Jordan Pickford
177,3211,789,4000,0.80275,Noni Madueke
