element,total_points,avg_points,std_points,total_minutes,games_played,start_price,end_price,position,team,name,next_week_points
308,0,0.0,0.0,0,9,4.0,4.0,GK,Leicester,Danny Ward,0
309,18,2.0,1.12,675,9,4.5,4.5,MID,Leicester,Harry Winks,2
310,35,3.89,3.89,528,9,5.5,5.4,GK,Liverpool,Alisson Ramses Becker,0
311,44,4.89,3.76,752,9,7.0,7.1,DEF,Liverpool,Trent Alexander-Arnold,2
312,0,0.0,0.0,0,9,4.5,4.5,MID,Liverpool,Stefan Bajčetić Maquieira,0
313,4,0.44,0.53,75,9,5.0,4.7,DEF,Liverpool,Conor Bradley,1
314,20,2.22,2.17,264,9,5.0,4.8,MID,Brentford,Fábio Freitas Gouveia Carvalho,1
315,0,0.0,0.0,0,9,4.5,4.5,MID,Liverpool,Bobby Clark,0
316,14,1.56,2.07,283,9,7.5,7.1,FWD,Liverpool,Darwin Núñez Ribeiro,2
317,35,3.89,3.59,492,9,7.5,7.4,MID,Liverpool,Diogo Teixeira da Silva,0
318,0,0.0,0.0,0,9,4.5,4.5,MID,Liverpool,Ben Doak,0
319,1,0.11,0.33,7,9,5.5,5.2,MID,Liverpool,Harvey Elliott,0
320,3,0.33,0.5,3,9,5.0,4.8,MID,Liverpool,Endo Wataru,1
321,12,1.33,1.12,299,9,7.5,7.1,FWD,Liverpool,Cody Gakpo,9
322,2,0.22,0.44,10,9,5.0,4.8,DEF,Liverpool,Joe Gomez,1
323,22,2.44,0.73,810,9,5.0,5.0,MID,Liverpool,Ryan Gravenberch,2
324,21,2.33,4.12,319,9,5.5,5.3,MID,Liverpool,Curtis Jones,4
325,12,1.33,2.96,270,9,4.5,4.4,GK,Liverpool,Caoimhin Kelleher,3
326,39,4.33,3.0,749,9,5.0,5.3,DEF,Liverpool,Ibrahima Konaté,1
327,60,6.67,6.38,532,9,7.5,7.9,MID,Liverpool,Luis Díaz,1
328,84,9.33,4.92,784,9,12.5,12.6,MID,Liverpool,Mohamed Salah,9
329,16,1.78,1.3,625,9,6.5,6.2,MID,Liverpool,Alexis Mac Allister,1
330,0,0.0,0.0,0,9,4.5,4.5,MID,Liverpool,James McConnell,0
331,0,0.0,0.0,0,9,4.5,4.4,MID,Liverpool,Tyler Morton,0
332,0,0.0,0.0,0,9,4.0,4.0,DEF,Liverpool,Nathaniel Phillips,0
333,1,0.11,0.33,45,9,4.5,4.0,DEF,Liverpool,Jarell Quansah,0
334,0,0.0,0.0,0,9,4.0,4.0,DEF,Liverpool,Rhys Williams,0
335,31,3.44,2.46,665,9,6.0,6.0,DEF,Liverpool,Andrew Robertson,0
336,24,2.67,2.29,654,9,6.5,6.4,MID,Liverpool,Dominik Szoboszlai,2
337,10,1.11,1.9,138,9,5.0,4.6,DEF,Liverpool,Konstantinos Tsimikas,3
338,8,0.89,0.6,551,9,4.0,4.0,DEF,Liverpool,Sepp van den Berg,1
339,45,5.0,2.4,810,9,6.0,6.1,DEF,Liverpool,Virgil van Dijk,5
340,22,2.44,2.13,691,9,5.5,5.5,DEF,Man City,Manuel Akanji,1
341,1,0.11,0.33,2,9,5.5,5.3,DEF,Man City,Nathan Aké,1
342,30,3.33,2.35,726,9,6.5,6.5,MID,Man City,Bernardo Veiga de Carvalho e Silva,2
343,0,0.0,0.0,0,9,5.0,4.7,MID,Man City,Oscar Bobb,0
344,0,0.0,0.0,0,9,4.0,4.0,GK,Man City,Scott Carson,0
345,18,2.0,3.91,356,9,9.5,9.4,MID,Man City,Kevin De Bruyne,0
346,21,2.33,2.06,398,9,6.5,6.3,MID,Man City,Jérémy Doku,1
347,29,3.22,2.99,810,9,5.5,5.5,GK,Man City,Ederson Santana de Moraes,2
348,12,1.33,1.41,280,9,9.5,9.2,MID,Man City,Phil Foden,2
349,15,1.67,2.18,343,9,6.5,6.4,MID,Man City,Jack Grealish,0
350,42,4.67,3.97,762,9,6.0,6.1,DEF,Man City,Joško Gvardiol,7
351,75,8.33,6.12,809,9,15.0,15.4,FWD,Man City,Erling Haaland,2
352,0,0.0,0.0,0,9,7.0,7.0,FWD,Man City,Julián Álvarez,0
353,0,0.0,0.0,0,9,5.5,5.3,DEF,Man City,João Cavaco Cancelo,0
354,40,4.44,5.22,698,9,5.5,5.6,MID,Man City,Mateo Kovačić,2
355,29,3.22,2.33,665,9,4.5,4.8,DEF,Man City,Rico Lewis,1
356,14,1.56,2.07,110,9,5.0,4.9,MID,Man City,Matheus Luiz Nunes,2
357,1,0.11,0.33,1,9,5.0,4.7,MID,Man City,James McAtee,0
358,0,0.0,0.0,0,9,5.5,5.3,GK,Man City,Stefan Ortega Moreno,0
359,12,1.33,1.0,460,9,5.0,4.9,MID,Ipswich,Kalvin Phillips,-1
360,2,0.22,0.44,65,9,6.5,6.3,MID,Man City,Rodrigo 'Rodri' Hernandez,0
361,19,2.11,2.57,726,9,5.5,5.5,DEF,Man City,Rúben Gato Alves Dias,0
362,20,2.22,3.35,238,9,5.5,5.3,DEF,Man City,John Stones,0
363,7,0.78,0.83,287,9,5.5,5.3,DEF,Man City,Kyle Walker,0
364,21,2.33,2.35,371,9,5.0,5.0,MID,Man Utd,Amad Diallo,0
365,2,0.22,0.44,27,9,6.0,5.7,MID,Man Utd,Antony Matheus dos Santos,0
366,23,2.56,2.07,749,9,8.5,8.2,MID,Man Utd,Bruno Borges Fernandes,10
367,0,0.0,0.0,0,9,4.5,4.4,GK,Man Utd,Altay Bayindir,0
368,21,2.33,3.0,455,9,5.0,4.8,MID,Man Utd,Carlos Henrique Casimiro,1
369,37,4.11,4.17,810,9,5.0,5.1,DEF,Man Utd,Diogo Dalot Teixeira,1
370,13,1.44,1.01,427,9,5.5,5.4,MID,Man Utd,Christian Eriksen,0
371,12,1.33,2.92,200,9,4.5,4.4,DEF,Man Utd,Jonny Evans,0
372,32,3.56,2.83,589,9,6.5,6.2,MID,Man Utd,Alejandro Garnacho,2
373,0,0.0,0.0,0,9,4.5,4.5,MID,Man Utd,Hannibal Mejbri,0
374,0,0.0,0.0,0,9,4.0,4.0,GK,Man Utd,Tom Heaton,0
375,14,1.56,2.55,257,9,7.0,6.9,FWD,Man Utd,Rasmus Højlund,5
376,2,0.22,0.44,52,9,4.5,4.3,DEF,Man Utd,Victor Lindelöf,1
377,8,0.89,1.69,240,9,5.0,4.9,DEF,Man Utd,Harry Maguire,0
378,13,1.44,1.13,571,9,5.5,5.2,MID,Man Utd,Kobbie Mainoo,0
379,0,0.0,0.0,0,9,4.5,4.4,DEF,Man Utd,Tyrell Malacia,0
380,22,2.44,2.79,706,9,4.5,4.5,DEF,Man Utd,Lisandro Martínez,1
381,2,0.22,0.44,17,9,5.0,4.9,MID,Man Utd,Scott McTominay,0
382,3,0.33,0.71,144,9,6.5,6.3,MID,Man Utd,Mason Mount,0
383,42,4.67,4.21,810,9,5.0,5.0,GK,Man Utd,André Onana,2
384,0,0.0,0.0,0,9,5.0,5.0,MID,Man Utd,Facundo Pellistri Rebollo,0
385,27,3.0,2.4,628,9,7.0,6.9,MID,Man Utd,Marcus Rashford,2
386,19,2.11,2.98,305,9,6.5,6.4,MID,Man Utd,Jadon Sancho,0
387,0,0.0,0.0,0,9,5.0,4.9,DEF,Man Utd,Luke Shaw,0
388,11,1.22,0.83,658,9,4.5,4.4,DEF,West Ham,Aaron Wan-Bissaka,1
389,21,2.33,2.35,407,9,7.0,6.7,FWD,Man Utd,Joshua Zirkzee,1
390,0,0.0,0.0,0,9,4.0,4.0,DEF,Newcastle,Alex Murphy,0
391,6,0.67,0.71,102,9,6.0,5.6,MID,Newcastle,Miguel Almirón Rejala,0
392,41,4.56,3.57,476,9,6.5,6.5,MID,Newcastle,Harvey Barnes,1
393,0,0.0,0.0,0,9,4.5,4.4,DEF,Newcastle,Sven Botman,0
394,23,2.56,1.81,800,9,6.5,6.2,MID,Newcastle,Bruno Guimarães Rodriguez Moura,3
395,20,2.22,2.59,810,9,4.5,4.4,DEF,Newcastle,Dan Burn,6
396,0,0.0,0.0,0,9,4.5,4.3,GK,Newcastle,Martin Dúbravka,0
397,1,0.11,0.93,140,9,5.0,4.8,MID,Newcastle,Ryan Fraser,0
398,31,3.44,3.54,683,9,7.5,7.3,MID,Newcastle,Anthony Gordon,6
399,22,2.44,1.74,605,9,4.5,4.3,DEF,Newcastle,Lewis Hall,8
400,0,0.0,0.0,0,9,4.5,4.5,MID,Newcastle,Isaac Hayden,0
401,27,3.0,3.04,585,9,8.5,8.3,FWD,Newcastle,Alexander Isak,9
402,19,2.11,1.27,494,9,5.5,5.1,MID,Newcastle,Jacob Murphy,0
403,23,2.56,3.28,746,9,6.0,6.0,MID,Newcastle,Joelinton Cássio Apolinário de Lira,3
404,9,1.0,1.32,204,9,4.5,4.4,DEF,Newcastle,Lloyd Kelly,1
405,10,1.11,2.03,240,9,4.5,4.4,DEF,Newcastle,Emil Krafth,0
406,0,0.0,0.0,0,9,4.5,4.5,MID,Newcastle,Garang Kuol,0
407,0,0.0,0.0,0,9,4.5,4.5,DEF,Newcastle,Jamaal Lascelles,0
408,0,0.0,0.0,0,9,4.0,4.0,DEF,Newcastle,Jamal Lewis,0
409,18,2.0,1.94,527,9,4.5,4.5,DEF,Newcastle,Tino Livramento,7
410,10,1.11,0.93,329,9,5.0,4.7,MID,Newcastle,Sean Longstaff,3
411,0,0.0,0.0,0,9,5.0,5.0,MID,Newcastle,Lewis Miley,0
412,0,0.0,0.0,0,9,4.5,4.4,GK,Newcastle,Odysseas Vlachodimos,0
413,36,4.0,2.18,810,9,5.0,5.0,GK,Newcastle,Nick Pope,5
414,0,0.0,0.0,0,9,4.0,4.0,GK,Newcastle,John Ruddy,0
415,15,1.67,3.04,567,9,5.5,5.4,DEF,Newcastle,Fabian Schär,5
416,0,0.0,0.0,0,9,4.0,4.0,DEF,Newcastle,Matt Targett,0
417,10,1.11,0.93,362,9,5.5,5.5,MID,Newcastle,Sandro Tonali,0
418,13,1.44,2.55,278,9,6.0,5.7,DEF,Newcastle,Kieran Trippier,0
419,0,0.0,0.0,0,9,4.5,4.5,MID,Newcastle,Joe White,0
420,10,1.11,1.17,190,9,5.0,4.8,MID,Newcastle,Joe Willock,2
421,0,0.0,0.0,0,9,7.0,6.9,FWD,Newcastle,Callum Wilson,0
422,32,3.56,3.24,773,9,4.5,4.5,DEF,Nott'm Forest,Ola Aina,15
423,24,2.67,1.8,569,9,5.0,5.0,MID,Nott'm Forest,Elliot Anderson,3
424,6,0.67,0.5,94,9,6.0,5.7,FWD,Nott'm Forest,Taiwo Awoniyi,1
425,3,0.33,0.71,91,9,4.5,4.3,DEF,Nott'm Forest,Willy Boly,0
426,0,0.0,0.0,0,9,4.5,4.5,MID,Nott'm Forest,Josh Bowler,0
427,0,0.0,0.0,0,9,4.5,4.3,GK,Nott'm Forest,Carlos Miguel dos Santos Pereira,0
428,0,0.0,0.0,0,9,4.5,4.5,MID,Nott'm Forest,Eric da Silva Moreira,1
429,1,0.11,0.33,14,9,5.0,4.8,MID,Nott'm Forest,Danilo dos Santos de Oliveira,0
430,0,0.0,0.0,0,9,5.0,4.9,FWD,Nott'm Forest,Emmanuel Dennis,0
431,7,0.78,0.67,354,9,5.0,4.8,MID,Nott'm Forest,Nicolás Domínguez,3
432,17,1.89,0.93,497,9,5.5,5.2,MID,Nott'm Forest,Anthony Elanga,3
433,17,1.89,3.3,507,9,6.5,6.3,MID,Nott'm Forest,Morgan Gibbs-White,3
434,27,3.0,1.73,638,9,5.5,5.4,MID,Nott'm Forest,Callum Hudson-Odoi,10
435,0,0.0,0.0,0,9,4.5,4.5,MID,Nott'm Forest,Alex Mighten,0
436,31,3.44,2.74,810,9,4.5,4.5,DEF,Nott'm Forest,Murillo Santiago Costa dos Santos,6
437,13,1.44,1.81,369,9,4.5,4.4,DEF,Nott'm Forest,Neco Williams,0
438,0,0.0,0.0,0,9,4.5,4.5,DEF,Nott'm Forest,Omar Richards,0
439,0,0.0,0.0,0,9,5.0,5.0,MID,Nott'm Forest,Lewis O'Brien,0
440,0,0.0,0.0,0,9,4.5,4.3,DEF,Nott'm Forest,Andrew Omobamidele,0
441,0,0.0,0.0,0,9,4.0,4.0,DEF,Nott'm Forest,Jonathan Panzo,0
442,4,0.44,0.88,212,9,4.5,4.4,MID,Nott'm Forest,Ibrahim Sangaré,0
443,42,4.67,3.43,810,9,4.5,4.5,GK,Nott'm Forest,Matz Sels,6
444,1,0.11,0.33,36,9,4.5,4.3,DEF,Nott'm Forest,Harry Toffolo,0
445,0,0.0,0.0,0,9,4.0,4.0,GK,Nott'm Forest,Matt Turner,0
446,0,0.0,0.0,0,9,4.5,4.5,FWD,Nott'm Forest,Hwang Ui-jo,0
447,59,6.56,4.03,720,9,6.0,6.3,FWD,Nott'm Forest,Chris Wood,7
448,0,0.0,0.0,0,9,4.5,4.5,DEF,Nott'm Forest,Joe Worrall,0
449,26,2.89,2.71,626,9,5.0,4.9,MID,Nott'm Forest,Ryan Yates,3
450,1,0.11,0.33,9,9,5.0,4.9,MID,Southampton,Carlos Alcaraz Durán,0
451,1,0.11,0.33,9,9,4.5,4.5,MID,Southampton,Samuel Amo-Ameyaw,0
452,20,2.22,2.64,481,9,5.0,4.9,MID,Southampton,Joe Aribo,1
453,6,0.67,0.71,274,9,5.5,5.2,FWD,Southampton,Adam Armstrong,7
454,0,0.0,0.0,0,9,4.5,4.4,GK,Southampton,Gavin Bazunu,0
455,11,1.22,0.67,800,9,4.0,4.0,DEF,Southampton,Jan Bednarek,5
456,0,0.0,0.0,0,9,4.0,3.9,DEF,Southampton,Armel Bella-Kotchap,0
457,1,0.11,0.33,13,9,4.0,4.0,DEF,Southampton,James Bree,0
458,0,0.0,0.0,0,9,4.5,4.5,MID,Southampton,Shea Charles,0
459,1,0.11,0.33,64,9,5.0,4.9,MID,Southampton,Samuel Edozie,0
460,0,0.0,0.0,0,9,4.0,3.9,DEF,Southampton,Ronnie Edwards,0
461,16,1.78,2.11,679,9,4.0,4.0,DEF,Southampton,Taylor Harwood-Bellis,6
462,2,0.22,0.44,15,9,5.0,5.0,MID,Southampton,Kamaldeen Sulemana,0
463,9,1.0,1.73,172,9,5.0,5.0,MID,Southampton,Adam Lallana,1
464,0,0.0,0.0,0,9,4.0,4.0,DEF,Southampton,Juan Larios López,0
465,0,0.0,0.0,0,9,4.0,4.0,GK,Southampton,Mateusz Lis,0
466,0,0.0,0.0,0,9,4.0,4.0,GK,Southampton,Joe Lumley,0
467,6,0.67,1.12,226,9,4.5,4.3,DEF,Southampton,Ryan Manning,1
468,0,0.0,0.0,0,9,5.0,5.0,FWD,Southampton,Sékou Mara,0
469,6,0.67,1.41,180,9,4.5,4.4,GK,Southampton,Alex McCarthy,0
470,3,0.33,0.5,41,9,5.0,4.9,FWD,Southampton,Paul Onuachu,0
471,6,0.67,0.87,240,9,5.0,5.0,MID,Southampton,Will Smallbone,0
472,4,0.44,1.24,438,9,4.0,4.0,DEF,Southampton,Jack Stephens,6
473,3,0.33,0.5,130,9,4.5,4.6,FWD,Southampton,Ross Stewart,0
474,19,2.11,2.37,626,9,4.5,4.5,DEF,Southampton,Sugawara Yukinari,4
475,5,0.56,0.53,207,9,4.0,3.9,DEF,Southampton,Charlie Taylor,0
476,12,1.33,1.32,620,9,4.5,4.4,DEF,Southampton,Kyle Walker-Peters,9
477,0,0.0,0.0,0,9,4.0,4.0,DEF,Southampton,Nathan Wood-Gordon,0
478,0,0.0,0.0,0,9,4.0,4.0,DEF,Spurs,Ashley Phillips,0
479,0,0.0,0.0,0,9,4.0,4.0,GK,Spurs,Brandon Austin,0
480,11,1.22,0.97,394,9,5.0,5.0,MID,Spurs,Rodrigo Bentancur,1
481,5,0.56,0.53,46,9,4.5,4.5,MID,Spurs,Lucas Bergvall,0
482,23,2.56,4.0,356,9,5.0,4.9,MID,Spurs,Yves Bissouma,1
483,0,0.0,0.0,0,9,5.0,5.0,MID,Spurs,Bryan Gil Salvatierra,0
484,0,0.0,0.0,0,9,4.5,4.4,DEF,Spurs,Ben Davies,1
485,0,0.0,0.0,0,9,4.5,4.5,MID,Spurs,Alfie Devine,0
486,2,0.22,0.44,99,9,4.5,4.3,DEF,Spurs,Radu Drăgușin,2
487,0,0.0,0.0,0,9,4.5,4.5,DEF,Spurs,Emerson Leite de Souza Junior,0
488,0,0.0,0.0,0,9,4.5,4.4,GK,Spurs,Fraser Forster,0
489,4,0.44,0.53,34,9,5.0,4.7,MID,Spurs,Archie Gray,1
490,0,0.0,0.0,0,9,5.0,5.0,MID,Spurs,Pierre-Emile Højbjerg,0
491,39,4.33,3.32,693,9,6.5,6.7,MID,Spurs,Brennan Johnson,8
492,34,3.78,3.9,678,9,6.5,6.2,MID,Spurs,Dejan Kulusevski,5
493,0,0.0,0.0,0,9,5.0,4.9,MID,Spurs,Giovani Lo Celso,0
494,45,5.0,3.77,669,9,7.5,7.6,MID,Spurs,James Maddison,6
495,30,3.33,2.74,807,9,5.5,5.5,DEF,Spurs,Pedro Porro,1
496,0,0.0,0.0,0,9,4.5,4.3,DEF,Spurs,Sergio Reguilón,0
497,3,0.33,0.5,62,9,7.0,6.8,FWD,Spurs,Richarlison de Andrade,4
498,32,3.56,4.19,810,9,5.0,5.1,DEF,Spurs,Cristian Romero,1
499,15,1.67,1.41,284,9,5.0,4.9,MID,Spurs,Pape Matar Sarr,2
500,0,0.0,0.0,0,9,4.5,4.5,FWD,Spurs,Dane Scarlett,0
501,9,1.0,1.0,401,9,5.0,4.9,MID,Spurs,Oliver Skipp,0
502,0,0.0,0.0,0,9,5.5,5.4,MID,Spurs,Manor Solomon,0
503,41,4.56,5.59,519,9,10.0,9.9,MID,Spurs,Son Heung-min,4
504,2,0.22,0.44,63,9,4.5,4.4,DEF,Spurs,Djed Spence,0
505,20,2.22,1.99,744,9,5.0,4.9,DEF,Spurs,Destiny Udogie,2
506,27,3.0,4.03,710,9,4.5,4.7,DEF,Spurs,Micky van de Ven,0
507,0,0.0,0.0,0,9,5.0,5.0,FWD,Spurs,Alejo Véliz,0
508,26,2.89,1.9,810,9,5.0,5.0,GK,Spurs,Guglielmo Vicario,2
509,13,1.44,1.59,240,9,6.5,6.2,MID,Spurs,Timo Werner,0
510,0,0.0,0.0,0,9,4.0,4.0,GK,Spurs,Alfie Whiteman,0
511,8,0.89,0.78,361,9,5.0,5.0,MID,West Ham,Edson Álvarez Velázquez,-2
512,34,3.78,5.49,557,9,5.5,5.4,FWD,West Ham,Michail Antonio,1
513,15,1.67,2.0,675,9,4.5,4.4,GK,West Ham,Alphonse Areola,0
514,45,5.0,3.5,787,9,7.5,7.4,MID,West Ham,Jarrod Bowen,2
515,1,0.11,0.33,71,9,5.0,4.8,MID,West Ham,Maxwel Cornet,0
516,9,1.0,1.94,198,9,4.5,4.4,DEF,West Ham,Vladimír Coufal,0
517,3,0.33,0.5,26,9,4.0,4.0,DEF,West Ham,Aaron Cresswell,0
518,14,1.56,0.53,806,9,5.0,4.9,MID,Southampton,Flynn Downes,3
519,0,0.0,0.0,0,9,4.5,4.5,MID,West Ham,George Earthy,0
520,12,1.33,1.87,683,9,4.5,4.4,DEF,West Ham,Emerson Palmieri dos Santos,1
521,4,0.44,1.01,135,9,4.0,4.0,GK,West Ham,Łukasz Fabiański,2
522,0,0.0,0.0,0,9,4.5,4.4,GK,West Ham,Wes Foderingham,0
523,18,2.0,3.43,47,9,5.0,5.0,FWD,West Ham,Danny Ings,0
524,20,2.22,3.77,810,9,4.5,4.5,DEF,West Ham,Max Kilman,1
525,23,2.56,2.01,662,9,6.5,6.3,MID,West Ham,Mohammed Kudus,0
526,1,0.11,0.33,4,9,5.0,4.8,MID,West Ham,Luis Guilherme Lira dos Santos,0
527,25,2.78,2.59,631,9,6.0,5.9,MID,West Ham,Lucas Tolentino Coelho de Lima,1
528,15,1.67,2.45,560,9,4.5,4.5,DEF,West Ham,Konstantinos Mavropanos,1
529,0,0.0,0.0,0,9,4.5,4.4,DEF,West Ham,Nayef Aguerd,0
530,29,3.22,3.6,562,9,5.0,5.0,MID,West Ham,Tomáš Souček,0
531,6,0.67,1.22,302,9,6.5,6.2,MID,West Ham,James Ward-Prowse,0
532,0,0.0,0.0,0,9,4.5,4.4,DEF,West Ham,Kurt Zouma,0
533,29,3.22,3.73,744,9,4.5,4.5,DEF,Wolves,Rayan Aït-Nouri,1
534,0,0.0,0.0,0,9,5.0,4.8,MID,Wolves,Boubacar Traoré,0
535,21,2.33,1.87,403,9,5.0,5.0,MID,Wolves,Jean-Ricner Bellegarde,1
536,0,0.0,0.0,0,9,4.0,4.0,GK,Wolves,Daniel Bentley,0
537,1,0.11,0.33,6,9,4.5,4.5,MID,Wolves,Francisco Jorge Tomás Oliveira,0
538,0,0.0,0.0,0,9,4.5,4.5,MID,Wolves,Tawanda Chirewa,0
539,0,0.0,0.0,0,9,4.5,4.5,FWD,Wolves,Leon Chiwome,0
540,0,0.0,0.0,0,9,4.5,4.5,MID,Wolves,Luke Cundle,0
541,41,4.56,3.4,706,9,6.5,6.5,FWD,Wolves,Matheus Santos Carneiro Da Cunha,6
542,10,1.11,1.36,569,9,4.5,4.4,DEF,Wolves,Craig Dawson,1
543,2,0.22,0.67,208,9,4.5,4.4,DEF,Wolves,Matt Doherty,0
544,11,1.22,1.48,200,9,5.0,4.8,MID,Wolves,Tommy Doyle,2
545,0,0.0,0.0,0,9,5.0,5.0,FWD,Wolves,Fábio Silva,0
546,0,0.0,0.0,0,9,4.5,4.5,FWD,Wolves,Nathan Fraser,0
547,0,0.0,0.0,0,9,4.5,4.5,MID,Wolves,Enso González,0
548,6,0.67,0.5,77,9,5.5,5.3,MID,Wolves,Gonçalo Manuel Ganchinho Guedes,3
549,0,0.0,0.0,0,9,4.5,4.5,DEF,Wolves,Hugo Bueno López,0
550,7,0.78,0.67,252,9,6.5,6.1,MID,Wolves,Hwang Hee-chan,0
551,0,0.0,0.0,0,9,4.5,4.5,MID,Wolves,Joe Hodge,0
552,0,0.0,0.0,0,9,4.0,4.0,DEF,Wolves,Ki-Jana Hoever,0
553,13,1.44,0.73,748,9,5.0,4.9,MID,Wolves,João Victor Gomes da Silva,10
554,5,0.56,1.13,360,9,4.5,4.3,GK,Wolves,José Malheiro de Sá,2
555,0,0.0,0.0,0,9,5.0,4.8,FWD,Wolves,Saša Kalajdžić,0
556,0,0.0,0.0,0,9,4.0,4.0,GK,Wolves,Tom King,0
557,27,3.0,2.87,764,9,5.0,5.0,MID,Wolves,Mario Lemina,1
558,3,0.33,1.12,441,9,4.0,4.0,DEF,Wolves,Yerson Mosquera,0
559,10,1.11,1.05,600,9,4.5,4.5,DEF,Wolves,Nélson Cabral Semedo,1
560,14,1.56,1.74,375,9,6.5,6.2,MID,Chelsea,Pedro Lomba Neto,2
561,0,0.0,0.0,0,9,4.0,4.0,DEF,Wolves,Pedro Cardoso de Lima,0
562,2,0.22,0.44,46,9,5.5,5.5,MID,Wolves,Daniel Castelo Podence,0
563,5,0.56,0.73,116,9,5.5,5.2,MID,Wolves,Rodrigo Martins Gomes,0
564,3,0.33,0.5,264,9,4.5,4.3,DEF,Wolves,Santiago Bueno,1
565,2,0.22,0.67,73,9,5.5,5.1,MID,Wolves,Pablo Sarabia,2
566,35,3.89,2.71,733,9,5.5,5.5,FWD,Wolves,Jørgen Strand Larsen,8
567,4,0.44,0.73,585,9,4.5,4.3,DEF,Wolves,Toti António Gomes,2
568,24,2.67,3.32,720,9,4.5,4.4,GK,Ipswich,Arijanet Muric,2
569,3,0.33,1.32,162,9,5.5,5.3,MID,Aston Villa,Jaden Philogene,1
570,22,2.44,2.3,396,9,5.5,5.4,MID,Leicester,Abdul Fatawu,2
571,26,2.89,3.44,453,9,6.5,6.5,MID,Man City,Sávio 'Savinho' Moreira de Oliveira,0
572,0,0.0,0.0,0,9,4.5,4.3,DEF,Man Utd,Leny Yoro,0
573,29,3.22,2.49,720,9,4.5,4.5,DEF,Nott'm Forest,Nikola Milenković,6
574,0,0.0,0.0,0,9,4.0,4.0,DEF,Newcastle,Miodrag Pivaš,0
575,0,0.0,0.0,0,9,4.0,4.0,DEF,Chelsea,Caleb Wiley,0
576,1,0.11,0.33,19,9,5.0,4.9,MID,West Ham,Andy Irving,1
577,7,0.78,0.97,169,9,5.5,5.2,MID,Everton,Jesper Lindstrøm,2
578,14,1.56,2.88,384,9,6.0,5.8,DEF,Arsenal,Riccardo Calafiori,0
579,0,0.0,0.0,0,9,4.5,4.3,DEF,Fulham,Ryan Sessegnon,0
580,3,0.33,0.71,193,9,4.5,4.4,DEF,Bournemouth,Dean Huijsen,1
581,0,0.0,0.0,0,9,4.5,4.3,GK,Chelsea,Filip Jørgensen,0
582,0,0.0,0.0,26,9,5.0,4.7,DEF,Everton,Jake O'Brien,0
583,1,0.11,0.33,1,9,4.0,4.0,DEF,Ipswich,Conor Townsend,0
584,9,1.0,0.87,389,9,5.5,5.1,MID,Southampton,Ben Brereton Díaz,0
585,14,1.56,1.13,300,9,6.0,5.8,MID,Crystal Palace,Ismaïla Sarr,2
586,1,0.11,0.33,1,9,4.5,4.4,DEF,Fulham,Jorge Cuenca Barreno,0
587,14,1.56,2.07,214,9,6.0,5.7,MID,West Ham,Crysencio Summerville,1
588,16,1.78,0.67,688,9,5.0,4.9,MID,West Ham,Guido Rodríguez,0
589,3,0.33,0.5,63,9,7.0,6.7,FWD,West Ham,Niclas Füllkrug,0
590,3,0.33,0.5,9,9,5.0,5.0,FWD,Newcastle,William Osula,0
591,7,0.78,0.83,322,9,4.5,4.4,DEF,West Ham,Jean-Clair Todibo,1
592,7,0.78,0.67,346,9,4.5,4.4,DEF,Bournemouth,Julián Araujo Zúñiga,0
593,27,3.0,4.85,579,9,5.0,5.0,DEF,Man Utd,Matthijs de Ligt,2
594,29,3.22,2.86,642,9,4.5,4.6,DEF,Man Utd,Noussair Mazraoui,2
595,2,0.22,0.44,21,9,5.5,5.4,MID,Brighton,Brajan Gruda,1
596,10,1.11,0.78,154,9,6.0,5.9,MID,Nott'm Forest,João Pedro Ferreira Silva,1
597,1,0.11,0.33,15,9,4.5,4.5,MID,Arsenal,Myles Lewis-Skelly,0
598,2,0.22,0.44,168,9,4.0,4.0,DEF,Aston Villa,Lamare Bogarde,0
599,0,0.0,0.0,0,9,4.0,4.0,GK,Bournemouth,Will Dennis,0
600,12,1.33,1.0,369,9,5.0,5.0,MID,Brighton,Yasin Ayari,2
601,0,0.0,0.0,0,9,5.0,5.0,MID,Brighton,Andrew Moran,0
602,1,0.11,0.33,3,9,4.5,4.5,MID,Brentford,Ryan Trevitt,0
603,1,0.11,0.33,1,9,4.5,4.5,MID,Everton,Harrison Armstrong,0
604,0,0.0,0.0,0,9,4.5,4.5,MID,Fulham,Josh King,0
605,0,0.0,0.0,0,9,4.5,4.5,MID,Fulham,Martial Godo,0
606,0,0.0,0.0,0,9,4.5,4.5,MID,Leicester,Will Alves,0
607,0,0.0,0.0,0,9,5.0,5.0,MID,Man City,Nico O'Reilly,0
608,20,2.22,3.31,490,9,4.5,4.6,MID,Southampton,Tyler Dibling,0
609,0,0.0,0.0,0,9,4.5,4.5,FWD,Spurs,Will Lankshear,0
610,5,0.56,0.73,82,9,4.5,4.5,MID,Spurs,Mikey Moore,0
611,22,2.44,2.35,394,9,6.0,5.8,MID,Ipswich,Sam Szmodics,3
612,6,0.67,1.12,160,9,5.5,5.3,MID,Spurs,Wilson Odobert,0
613,1,0.11,0.33,45,9,4.5,4.5,MID,Man Utd,Toby Collyer,0
614,0,0.0,0.0,0,9,4.5,4.5,MID,Everton,Jenson Metcalfe,0
615,0,0.0,0.0,0,9,4.0,4.0,GK,Brighton,Carl Rushworth,0
616,0,0.0,0.0,0,9,4.0,4.0,DEF,Leicester,Ben Nelson,0
