element,total_points,avg_points,std_points,total_minutes,games_played,start_price,end_price,position,team,name,next_week_points
29,15,1.67,1.73,271,9,5.5,5.2,MID,Aston Villa,Ross Barkley,0
30,0,0.0,0.0,0,9,5.0,4.9,MID,Aston Villa,Enzo Barrenechea,0
31,4,0.44,0.53,20,9,5.5,5.3,MID,Aston Villa,Emiliano Buendía Stati,0
32,12,1.33,1.94,366,9,4.5,4.4,DEF,Aston Villa,Matty Cash,1
33,0,0.0,0.0,0,9,4.5,4.5,MID,Aston Villa,Leander Dendoncker,0
34,0,0.0,0.0,0,9,6.5,6.5,MID,Aston Villa,Moussa Diaby,0
35,11,1.22,1.99,348,9,4.5,4.5,DEF,Aston Villa,Diego Carlos Santos Silva,0
36,35,3.89,2.89,678,9,4.5,4.6,DEF,Aston Villa,Lucas Digne,0
37,0,0.0,0.0,0,9,5.0,5.0,MID,Aston Villa,Lewis Dobbin,0
38,29,3.22,2.68,232,9,6.0,6.2,FWD,Aston Villa,Jhon Durán,1
39,0,0.0,0.0,0,9,4.0,4.0,GK,Aston Villa,Joe Gauci,0
40,0,0.0,0.0,0,9,4.0,4.0,DEF,Aston Villa,Kortney Hause,0
41,0,0.0,0.0,0,9,5.5,5.4,MID,Aston Villa,Samuel Iling-Junior,0
42,1,0.11,0.33,8,9,5.0,5.0,MID,Aston Villa,Boubacar Kamara,1
43,0,0.0,0.0,0,9,4.0,4.0,DEF,Aston Villa,Kaine Kesler-Hayden,0
44,19,2.11,2.67,641,9,4.5,4.5,DEF,Aston Villa,Ezri Konsa Ngoyo,0
45,8,0.89,0.33,137,9,5.0,4.8,DEF,Aston Villa,Ian Maatsen,0
46,0,0.0,0.0,0,9,4.0,4.0,GK,Aston Villa,Filip Marschall,0
47,30,3.33,3.08,810,9,5.0,5.0,GK,Aston Villa,Emiliano Martínez Romero,0
48,12,1.33,1.0,426,9,5.5,5.2,MID,Aston Villa,John McGinn,2
49,0,0.0,0.0,0,9,4.5,4.4,DEF,Aston Villa,Tyrone Mings,0
50,3,0.33,0.5,93,9,4.0,4.0,DEF,Aston Villa,Kosta Nedeljković,0
51,0,0.0,0.0,0,9,4.5,4.5,GK,Aston Villa,Robin Olsen,0
52,18,2.0,1.58,810,9,4.5,4.5,DEF,Aston Villa,Pau Torres,0
53,19,2.11,1.54,507,9,5.5,5.4,MID,Aston Villa,Jacob Ramsey,2
54,35,3.89,3.06,741,9,5.0,5.4,MID,Aston Villa,Morgan Rogers,9
55,0,0.0,0.0,0,9,4.0,4.0,GK,Aston Villa,Viljami Sinisalo,0
56,0,0.0,0.0,0,9,4.0,4.0,DEF,Aston Villa,Lino da Cruz Sousa,0
57,31,3.44,2.6,803,9,5.5,5.5,MID,Aston Villa,Youri Tielemans,2
58,51,5.67,4.21,686,9,9.0,9.1,FWD,Aston Villa,Ollie Watkins,2
59,0,0.0,0.0,0,9,4.5,4.3,DEF,Bournemouth,Max Aarons,0
60,1,0.11,0.33,9,9,5.0,4.9,MID,Bournemouth,Tyler Adams,0
61,0,0.0,0.0,0,9,4.5,4.5,MID,Bournemouth,Jaidon Anthony,0
62,2,0.22,0.44,18,9,5.0,4.9,MID,Bournemouth,David Brooks,1
63,20,2.22,1.48,560,9,5.0,4.9,MID,Bournemouth,Ryan Christie,2
64,29,3.22,3.15,803,9,5.0,5.0,MID,Bournemouth,Lewis Cook,2
65,6,0.67,0.5,122,9,5.5,5.4,FWD,Bournemouth,Enes Ünal,1
66,0,0.0,0.0,0,9,5.0,5.0,MID,Bournemouth,Romain Faivre,0
67,0,0.0,0.0,0,9,4.5,4.5,MID,Bournemouth,Hamed Traorè,0
68,0,0.0,0.0,0,9,4.0,4.0,DEF,Bournemouth,James Hill,0
69,2,0.22,0.44,26,9,4.5,4.5,FWD,Bournemouth,Daniel Jebbison,0
70,19,2.11,1.9,747,9,4.5,4.4,DEF,Bournemouth,Milos Kerkez,10
71,25,2.78,3.46,470,9,5.5,5.3,MID,Bournemouth,Justin Kluivert,3
72,0,0.0,0.0,0,9,4.5,4.4,DEF,Bournemouth,Chris Mepham,0
73,7,0.78,1.56,180,9,4.5,4.3,GK,Bournemouth,Norberto Murara Neto,0
74,22,2.44,2.4,412,9,5.0,5.0,MID,Bournemouth,Dango Ouattara,0
75,0,0.0,0.0,0,9,4.0,4.0,GK,Bournemouth,Alex Paulsen,0
76,2,0.22,0.44,21,9,5.0,4.8,MID,Bournemouth,Philip Billing,0
77,11,1.22,0.83,258,9,5.0,4.8,MID,Bournemouth,Alex Scott,0
78,34,3.78,2.73,787,9,5.5,5.6,MID,Bournemouth,Antoine Semenyo,10
79,17,1.89,2.76,616,9,5.0,4.8,DEF,Bournemouth,Marcos Senesi,2
80,19,2.11,3.37,203,9,5.0,5.0,MID,Bournemouth,Luis Sinisterra,0
81,16,1.78,1.3,431,9,4.5,4.5,DEF,Bournemouth,Adam Smith,2
82,25,2.78,2.33,617,9,7.5,7.7,FWD,Spurs,Dominic Solanke-Mitchell,16
83,30,3.33,2.24,689,9,5.5,5.5,MID,Bournemouth,Marcus Tavernier,2
84,7,0.78,1.72,180,9,4.5,4.4,GK,Bournemouth,Mark Travers,3
85,20,2.22,1.48,810,9,4.5,4.4,DEF,Bournemouth,Illia Zabarnyi,2
86,7,0.78,0.83,637,9,4.5,4.5,DEF,Brentford,Kristoffer Ajer,0
87,0,0.0,0.0,0,9,4.5,4.5,MID,Brentford,Ethan Brierley,0
88,27,3.0,3.32,810,9,4.5,4.5,DEF,Brentford,Nathan Collins,1
89,29,3.22,2.82,628,9,5.0,5.0,MID,Brentford,Mikkel Damsgaard,3
90,0,0.0,0.0,0,9,5.0,4.8,MID,Brentford,Josh Dasilva,0
91,24,2.67,1.0,810,9,4.5,4.5,GK,Brentford,Mark Flekken,4
92,0,0.0,0.0,0,9,4.5,4.3,DEF,Brentford,Rico Henry,0
93,0,0.0,0.0,0,9,4.5,4.4,DEF,Brentford,Aaron Hickey,0
94,24,2.67,1.12,724,9,5.0,4.9,MID,Brentford,Vitaly Janelt,9
95,10,1.11,1.96,250,9,5.5,5.3,MID,Brentford,Mathias Jensen,1
96,0,0.0,0.0,0,9,4.0,3.9,DEF,Brentford,Kim Ji-soo,0
97,3,0.33,0.5,17,9,4.5,4.5,MID,Brentford,Yunus Emre Konak,0
98,24,2.67,1.8,601,9,5.0,5.0,MID,Brentford,Keane Lewis-Potter,3
99,68,7.56,5.08,809,9,7.0,7.6,MID,Brentford,Bryan Mbeumo,3
100,1,0.11,0.33,1,9,4.5,4.3,DEF,Brentford,Ben Mee,0
101,17,1.89,2.09,603,9,5.0,4.8,MID,Brentford,Christian Nørgaard,5
102,2,0.22,0.44,23,9,5.0,4.9,MID,Brentford,Frank Onyeka,0
103,0,0.0,0.0,0,9,4.5,4.5,MID,Brentford,Myles Peart-Harris,0
104,21,2.33,2.69,810,9,4.5,4.5,DEF,Brentford,Ethan Pinnock,1
105,12,1.33,1.12,354,9,4.5,4.4,DEF,Brentford,Mads Roerslev Rasmussen,0
106,17,1.89,1.62,457,9,5.5,5.3,MID,Brentford,Kevin Schade,1
107,0,0.0,0.0,0,9,6.0,5.9,FWD,Brentford,Igor Thiago Nascimento Rodrigues,0
108,0,0.0,0.0,0,9,7.5,7.3,FWD,Brentford,Ivan Toney,0
109,0,0.0,0.0,0,9,4.0,4.0,GK,Brentford,Hákon Valdimarsson,0
110,39,4.33,4.61,404,9,6.0,5.9,FWD,Brentford,Yoane Wissa,2
111,5,0.56,0.73,126,9,4.5,4.4,MID,Brentford,Yehor Yarmoliuk,1
112,0,0.0,0.0,0,9,4.5,4.5,DEF,Brentford,Mathias Jorgensen,0
113,14,1.56,2.13,134,9,5.5,5.4,MID,Brighton,Simon Adingra,1
114,0,0.0,0.0,0,9,4.5,4.5,MID,Brighton,Benicio Baker-Boaitey,0
115,27,3.0,3.54,570,9,5.0,5.0,MID,Brighton,Carlos Baleba,0
116,0,0.0,0.0,0,9,4.0,4.0,DEF,Brighton,Valentín Barco,0
117,36,4.0,3.5,549,9,5.0,5.0,MID,Leicester,Facundo Buonanotte,1
118,0,0.0,0.0,0,9,4.5,4.5,MID,Brighton,Amario Cozier-Duberry,0
119,0,0.0,0.0,0,9,5.0,4.9,MID,Brighton,Mahmoud Dahoud,0
120,22,2.44,2.83,705,9,4.5,4.5,DEF,Brighton,Lewis Dunk,0
121,7,0.78,0.44,84,9,5.5,5.4,MID,Brighton,Julio Enciso,0
122,3,0.33,0.71,342,9,5.0,5.0,DEF,Brighton,Pervis Estupiñán,1
123,11,1.22,2.22,98,9,5.5,5.5,FWD,Brighton,Evan Ferguson,1
124,3,0.33,0.71,97,9,5.0,5.0,MID,Brighton,Billy Gilmour,0
125,0,0.0,0.0,0,9,6.5,6.5,MID,Brighton,Pascal Groß,0
126,25,2.78,2.82,696,9,5.0,5.0,MID,Brighton,Jack Hinshelwood,2
127,0,0.0,0.0,0,9,5.0,5.0,MID,Brighton,Ibrahim Osman,0
128,7,0.78,1.99,294,9,4.5,4.4,DEF,Brighton,Igor Julio dos Santos de Paulo,1
129,19,2.11,3.41,280,9,5.5,5.4,FWD,Brighton,João Pedro Junqueira de Jesus,0
130,0,0.0,0.0,0,9,4.5,4.5,MID,Brighton,Kacper Kozłowski,0
131,3,0.33,1.0,10,9,4.5,4.4,DEF,Brighton,Tariq Lamptey,0
132,0,0.0,0.0,0,9,6.5,6.5,MID,Brighton,Solly March,0
133,0,0.0,0.0,0,9,4.5,4.5,MID,Brighton,Adrian Mazilu,0
134,5,0.56,0.88,169,9,5.0,5.0,MID,Brighton,James Milner,0
135,21,2.33,2.29,405,9,5.5,5.4,MID,Brighton,Yankuba Minteh,0
136,34,3.78,2.33,739,9,6.5,6.6,MID,Brighton,Mitoma Kaoru,2
137,0,0.0,0.0,0,9,4.5,4.4,MID,Brighton,Jakub Moder,1
138,0,0.0,0.0,0,9,4.5,4.5,FWD,Brighton,Mark O’Mahony,0
139,0,0.0,0.0,0,9,4.0,4.0,DEF,Brighton,Odeluga Offiah,0
140,0,0.0,0.0,0,9,4.5,4.5,MID,Brighton,Cameron Peupion,0
141,1,0.11,0.33,8,9,5.0,4.9,MID,Brighton,Jeremy Sarmiento Morante,0
142,9,1.0,2.35,180,9,4.5,4.4,GK,Brighton,Jason Steele,0
143,0,0.0,0.0,0,9,5.5,5.5,FWD,Brighton,Deniz Undav,0
144,21,2.33,2.4,549,9,4.5,4.5,DEF,Brighton,Jan Paul van Hecke,1
145,29,3.22,3.15,701,9,4.5,4.5,DEF,Brighton,Joël Veltman,1
146,22,2.44,3.4,630,9,4.5,4.5,GK,Brighton,Bart Verbruggen,3
147,1,0.11,0.6,78,9,4.5,4.4,DEF,Brighton,Adam Webster,0
148,57,6.33,3.64,748,9,5.5,5.9,FWD,Brighton,Danny Welbeck,5
149,11,1.22,1.86,219,9,5.0,4.8,MID,Brighton,Mats Wieffer,1
150,0,0.0,0.0,0,9,4.5,4.5,MID,Chelsea,Andrey Nascimento dos Santos,0
151,0,0.0,0.0,0,9,4.5,4.5,MID,Chelsea,Ângelo Gabriel Borges Damaceno,0
152,17,1.89,2.15,450,9,4.5,4.5,GK,Chelsea,Kepa Arrizabalaga,0
153,1,0.11,0.33,37,9,4.5,4.3,DEF,Chelsea,Benoît Badiashile,0
154,0,0.0,0.0,0,9,4.0,4.0,GK,Chelsea,Lucas Bergström,0
155,0,0.0,0.0,0,9,4.0,4.0,GK,Chelsea,Marcus Bettinelli,0
156,0,0.0,0.0,0,9,5.5,5.4,FWD,Chelsea,Armando Broja,0
157,24,2.67,1.73,795,9,5.0,4.9,MID,Chelsea,Moisés Caicedo Corozo,9
158,0,0.0,0.0,0,9,4.5,4.5,MID,Chelsea,Cesare Casadei,0
159,12,1.33,2.65,267,9,4.5,4.4,DEF,Chelsea,Trevoh Chalobah,7
160,0,0.0,0.0,0,9,5.0,4.7,DEF,Chelsea,Ben Chilwell,0
161,0,0.0,0.0,0,9,5.0,4.8,MID,Chelsea,Carney Chukwuemeka,0
162,21,2.33,2.18,810,9,4.5,4.6,DEF,Chelsea,Levi Colwill,2
163,16,1.78,1.99,602,9,5.0,5.0,DEF,Chelsea,Marc Cucurella Saseta,1
164,0,0.0,0.0,0,9,5.5,5.4,FWD,Chelsea,David Datro Fofana,0
165,0,0.0,0.0,0,9,5.0,5.0,FWD,Chelsea,Deivid Washington de Souza Eugênio,0
166,3,0.33,0.5,44,9,6.0,5.6,MID,Chelsea,Kiernan Dewsbury-Hall,0
167,7,0.78,1.99,94,9,4.5,4.3,DEF,Chelsea,Axel Disasi,0
168,14,1.56,0.88,566,9,5.0,4.9,MID,Chelsea,Enzo Fernández,1
169,0,0.0,0.0,0,9,6.0,5.9,MID,Chelsea,Conor Gallagher,0
170,0,0.0,0.0,0,9,4.0,4.0,DEF,Chelsea,Alfie Gilchrist,0
171,9,1.0,0.87,600,9,5.0,4.9,DEF,Chelsea,Malo Gusto,0
172,2,0.22,0.67,142,9,5.0,4.9,DEF,Chelsea,Reece James,2
173,0,0.0,0.0,0,9,4.5,4.4,MID,Chelsea,Omari Kellyman,0
174,8,0.89,1.36,199,9,4.5,4.5,MID,Chelsea,Roméo Lavia,2
175,0,0.0,0.0,0,9,6.5,6.3,FWD,Chelsea,Romelu Lukaku Bolingoli,0
176,0,0.0,0.0,0,9,4.5,4.5,DEF,Chelsea,Malang Sarr,0
177,46,5.11,6.29,617,9,6.5,6.5,MID,Chelsea,Noni Madueke,2
178,1,0.11,0.33,24,9,5.0,4.9,FWD,Chelsea,Marc Guiu Paz,0
179,5,0.56,0.53,104,9,6.5,6.2,MID,Chelsea,Mykhailo Mudryk,1
180,57,6.33,4.77,688,9,7.5,7.9,FWD,Chelsea,Nicolas Jackson,1
181,14,1.56,2.07,151,9,6.5,6.0,MID,Chelsea,Christopher Nkunku,0
182,79,8.78,7.69,775,9,10.5,10.9,MID,Chelsea,Cole Palmer,3
183,0,0.0,0.0,0,9,4.5,4.4,GK,Chelsea,Đorđe Petrović,0
184,5,0.56,0.73,164,9,4.5,4.5,MID,Chelsea,Renato Palma Veiga,0
185,39,4.33,4.87,810,9,4.5,4.7,GK,Chelsea,Robert Sánchez,3
186,4,0.44,0.53,121,9,7.0,6.7,MID,Chelsea,Raheem Sterling,0
187,7,0.78,2.05,171,9,4.5,4.4,DEF,Chelsea,Tosin Adarabioyo,0
188,4,0.44,0.73,139,9,4.5,4.5,MID,Chelsea,Lesley Ugochukwu,1
189,12,1.33,2.18,686,9,4.5,4.5,DEF,Chelsea,Wesley Fofana,2
190,0,0.0,0.0,0,9,4.5,4.5,MID,Crystal Palace,Naouirou Ahamada,0
191,11,1.22,2.82,513,9,4.5,4.3,DEF,Crystal Palace,Joachim Andersen,2
192,15,1.67,1.8,421,9,5.5,5.2,MID,Crystal Palace,Jordan Ayew,7
193,6,0.67,1.32,91,9,5.0,4.9,MID,Crystal Palace,Cheick Doucouré,1
194,9,1.0,2.0,343,9,4.5,4.4,DEF,Crystal Palace,Chris Richards,0
195,1,0.11,0.33,90,9,4.5,4.3,DEF,Crystal Palace,Chadi Riad Dnanou,0
196,9,1.0,2.0,226,9,4.5,4.4,DEF,Crystal Palace,Nathaniel Clyne,1
197,0,0.0,0.0,0,9,4.5,4.5,MID,Crystal Palace,Malcolm Ebiowei,0
198,6,0.67,0.71,139,9,5.5,5.3,FWD,Crystal Palace,Odsonne Edouard,0
199,31,3.44,2.79,810,9,7.0,6.7,MID,Crystal Palace,Eberechi Eze,0
200,29,3.22,3.03,810,9,4.5,4.4,DEF,Crystal Palace,Marc Guéhi,7
201,32,3.56,3.0,810,9,4.5,4.5,GK,Crystal Palace,Dean Henderson,2
202,0,0.0,0.0,0,9,4.5,4.3,DEF,Crystal Palace,Rob Holding,0
203,8,0.89,0.93,374,9,5.0,4.9,MID,Crystal Palace,Will Hughes,1
204,10,1.11,1.17,450,9,4.5,4.4,GK,Crystal Palace,Sam Johnstone,0
205,13,1.44,0.73,451,9,5.5,5.2,MID,Crystal Palace,Daichi Kamada,2
206,9,1.0,0.71,414,9,5.0,4.8,MID,Crystal Palace,Jefferson Lerma Solís,0
207,31,3.44,4.22,572,9,7.5,7.3,FWD,Crystal Palace,Jean-Philippe Mateta,2
208,0,0.0,0.0,0,9,4.5,4.4,MID,Crystal Palace,Matheus França de Oliveira,0
209,0,0.0,0.0,0,9,4.0,4.0,GK,Crystal Palace,Remi Matthews,0
210,24,2.67,2.12,760,9,5.0,4.9,DEF,Crystal Palace,Tyrick Mitchell,1
211,21,2.33,2.06,726,9,5.0,4.8,DEF,Crystal Palace,Daniel Muñoz,3
212,0,0.0,0.0,0,9,4.5,4.5,MID,Crystal Palace,David Ozoh,0
213,0,0.0,0.0,0,9,4.5,4.5,MID,Crystal Palace,Jesurun Rak-Sakyi,0
214,6,0.67,0.5,46,9,5.0,4.8,MID,Crystal Palace,Jeffrey Schlupp,1
215,0,0.0,0.0,0,9,4.5,4.3,DEF,Crystal Palace,Joel Ward,0
216,15,1.67,0.87,621,9,5.0,4.8,MID,Crystal Palace,Adam Wharton,0
217,16,1.78,0.97,564,9,5.5,5.2,MID,Everton,Abdoulaye Doucouré,0
218,11,1.22,2.22,52,9,5.0,5.0,FWD,Everton,Norberto Bercique Gomes Betuncal,1
219,3,0.33,0.71,94,9,5.0,4.8,DEF,Everton,Jarrad Branthwaite,1
220,31,3.44,3.5,763,9,6.0,6.0,FWD,Everton,Dominic Calvert-Lewin,2
221,1,0.11,0.33,90,9,4.5,4.3,DEF,Everton,Séamus Coleman,0
222,15,1.67,0.87,553,9,5.0,4.9,MID,Everton,Idrissa Gueye,2
223,7,0.78,1.09,251,9,5.0,5.0,MID,Everton,James Garner,0
224,20,2.22,0.97,591,9,5.5,5.3,MID,Everton,Jack Harrison,1
225,1,0.11,0.33,5,9,4.0,4.0,DEF,Everton,Mason Holgate,0
226,8,0.89,0.78,381,9,4.5,4.5,MID,Everton,Tim Iroegbunam,0
227,0,0.0,0.0,0,9,4.0,4.0,GK,Everton,João Neves Virgínia,0
228,31,3.44,4.59,720,9,4.0,4.2,DEF,Everton,Michael Keane,1
229,0,0.0,0.0,0,9,5.0,4.9,FWD,Everton,Neal Maupay,0
230,49,5.44,4.93,797,9,5.5,5.8,MID,Everton,Dwight McNeil,2
231,14,1.56,2.19,565,9,4.5,4.3,DEF,Everton,Vitalii Mykolenko,2
232,29,3.22,3.07,652,9,5.5,5.4,FWD,Everton,Iliman Ndiaye,2
233,27,3.0,3.77,541,9,5.0,5.1,MID,Aston Villa,Amadou Onana,2
234,0,0.0,0.0,0,9,4.5,4.4,DEF,Everton,Nathan Patterson,0
235,33,3.67,4.5,810,9,5.0,4.8,GK,Everton,Jordan Pickford,2
236,21,2.33,2.78,810,9,5.0,4.8,DEF,Everton,James Tarkowski,1
237,0,0.0,0.0,0,9,5.0,4.9,FWD,Everton,Youssef Ramalho Chermiti,0
238,27,3.0,3.39,605,9,4.5,4.5,DEF,Everton,Ashley Young,2
239,33,3.67,2.24,690,9,5.0,5.1,MID,Fulham,Adama Traoré,4
240,26,2.89,2.57,689,9,5.5,5.3,MID,Fulham,Andreas Hoelgebaum Pereira,2
241,17,1.89,1.76,810,9,4.5,4.5,DEF,Fulham,Calvin Bassey,2
242,0,0.0,0.0,0,9,4.0,4.0,GK,Fulham,Steven Benda,0
243,4,0.44,0.53,102,9,5.0,4.8,MID,Fulham,Tom Cairney,1
244,1,0.11,0.33,13,9,4.5,4.2,DEF,Fulham,Timothy Castagne,1
245,8,0.89,1.36,390,9,4.5,4.4,DEF,Fulham,Issa Diop,0
246,0,0.0,0.0,0,9,4.5,4.5,MID,Fulham,Luke Harris,0
247,40,4.44,3.36,767,9,5.5,5.5,MID,Fulham,Alex Iwobi,2
248,28,3.11,1.17,810,9,5.0,5.0,GK,Fulham,Bernd Leno,2
249,11,1.22,0.97,548,9,5.0,4.9,MID,Fulham,Saša Lukić,0
250,0,0.0,0.0,0,9,4.0,4.0,DEF,Fulham,Kevin Mbabu,0
251,19,2.11,1.83,288,9,6.0,5.7,FWD,Fulham,Rodrigo Muniz Carvalho,0
252,41,4.56,3.4,516,9,5.5,5.7,FWD,Fulham,Raúl Jiménez,2
253,0,0.0,0.0,0,9,4.5,4.5,DEF,Fulham,Tim Ream,0
254,5,0.56,0.53,53,9,5.0,4.8,MID,Fulham,Harrison Reed,0
255,28,3.11,2.37,810,9,4.5,4.7,DEF,Fulham,Antonee Robinson,6
256,1,0.11,0.33,1,9,5.0,5.0,FWD,Fulham,Jay Stansfield,0
257,18,2.0,1.22,796,9,4.5,4.5,DEF,Fulham,Kenny Tete,2
258,0,0.0,0.0,0,9,5.0,5.0,FWD,Fulham,Carlos Vinícius Alves Morais,0
259,4,0.44,0.53,57,9,5.5,5.3,MID,Fulham,Harry Wilson,13
260,1,0.11,0.33,32,9,5.0,4.9,FWD,Ipswich,Ali Al-Hamadi,0
261,0,0.0,0.0,0,9,4.0,4.0,DEF,Ipswich,Elkan Baggott,0
262,0,0.0,0.0,0,9,5.0,4.9,MID,Ipswich,Nathan Broadhead,0
263,1,0.11,0.33,180,9,4.0,3.9,DEF,Ipswich,Cameron Burgess,2
264,9,1.0,0.87,397,9,5.0,4.9,MID,Ipswich,Wes Burns,1
265,13,1.44,1.42,195,9,5.5,5.2,MID,Ipswich,Conor Chaplin,2
266,-4,-0.44,1.74,95,9,4.0,4.0,DEF,Ipswich,Harry Clarke,0
267,21,2.33,2.5,810,9,4.5,4.5,DEF,Ipswich,Leif Davis,10
268,38,4.22,3.67,632,9,5.5,5.7,FWD,Ipswich,Liam Delap,2
269,1,0.11,0.33,1,9,4.0,4.0,DEF,Ipswich,George Edmundson,0
270,11,1.22,1.99,630,9,4.0,4.1,DEF,Ipswich,Jacob Greaves,0
271,2,0.22,0.44,43,9,5.0,4.9,MID,Ipswich,Marcus Myers-Harness,0
272,16,1.78,3.49,139,9,5.5,5.4,FWD,Ipswich,George Hirst,0
273,0,0.0,0.0,0,9,4.5,4.5,MID,Ipswich,Cameron Humphreys,0
274,18,2.0,1.66,704,9,5.5,5.3,MID,Ipswich,Omari Giraud-Hutchinson,3
275,4,0.44,1.01,221,9,4.0,4.0,DEF,Ipswich,Ben Johnson,2
276,0,0.0,0.0,0,9,4.5,4.5,FWD,Ipswich,Freddie Ladapo,0
277,6,0.67,0.87,142,9,4.5,4.5,MID,Ipswich,Massimo Luongo,0
278,20,2.22,2.64,713,9,5.0,4.9,MID,Ipswich,Sam Morsy,8
279,0,0.0,0.0,0,9,4.0,4.0,DEF,Ipswich,Corrie Ndaba,0
280,0,0.0,0.0,0,9,4.0,4.0,GK,Ipswich,Cieran Slicker,0
281,4,0.44,0.53,128,9,5.0,4.8,MID,Ipswich,Jack Taylor,0
282,11,1.22,1.99,512,9,4.0,4.0,DEF,Ipswich,Axel Tuanzebe,0
283,2,0.22,0.67,90,9,4.5,4.4,GK,Ipswich,Christian Walton,0
284,4,0.44,0.73,377,9,4.0,4.0,DEF,Ipswich,Luke Woolfenden,0
285,1,0.11,0.33,29,9,4.5,4.4,MID,Leicester,Boubakary Soumaré,1
286,0,0.0,0.0,0,9,4.5,4.5,FWD,Leicester,Tom Cannon,0
287,1,0.11,0.33,14,9,4.5,4.4,MID,Leicester,Hamza Choudhury,0
288,0,0.0,0.0,7,9,4.0,4.0,DEF,Leicester,Conor Coady,0
289,0,0.0,0.0,0,9,5.0,4.8,FWD,Leicester,Patson Daka,0
290,8,0.89,0.78,159,9,5.5,5.2,MID,Leicester,Bobby De Cordova-Reid,0
291,20,2.22,2.49,810,9,4.0,4.2,DEF,Leicester,Wout Faes,2
292,0,0.0,0.0,0,9,4.5,4.4,MID,Leicester,Michael Golding,0
293,25,2.78,1.56,810,9,4.5,4.5,GK,Leicester,Mads Hermansen,2
294,0,0.0,0.0,0,9,4.0,4.0,GK,Leicester,Daniel Iversen,0
295,31,3.44,4.33,810,9,4.5,4.6,DEF,Leicester,James Justin,0
296,12,1.33,1.94,682,9,4.5,4.5,DEF,Leicester,Victor Kristiansen,2
297,0,0.0,0.0,0,9,4.5,4.5,MID,Leicester,Wanya Marçal-Madivádua,0
298,28,3.11,3.22,538,9,5.5,5.3,MID,Leicester,Stephy Mavididi,1
299,3,0.33,0.5,10,9,5.0,4.8,MID,Leicester,Kasey McAteer,1
300,27,3.0,2.12,776,9,5.0,5.0,MID,Leicester,Wilfred Ndidi,2
301,13,1.44,2.19,630,9,4.0,4.0,DEF,Leicester,Caleb Okoli,0
302,0,0.0,0.0,67,9,4.5,4.3,DEF,Leicester,Ricardo Barbosa Pereira,2
303,0,0.0,0.0,0,9,4.0,4.0,DEF,Leicester,Harry Souttar,0
304,0,0.0,0.0,0,9,4.0,4.0,GK,Leicester,Jakub Stolarczyk,0
305,0,0.0,0.0,0,9,4.0,3.9,DEF,Leicester,Luke Thomas,0
306,38,4.22,3.19,753,9,5.5,5.7,FWD,Leicester,Jamie Vardy,5
307,2,0.22,0.67,180,9,4.0,4.0,DEF,Leicester,Jannik Vestergaard,2
