element,total_points,avg_points,std_points,total_minutes,games_played,start_price,end_price,position,team,name,next_week_points
305,10,0.29,0.58,782,34,4.0,3.9,DEF,Leicester,Luke Thomas,6
306,106,3.12,2.92,2572,34,5.5,5.3,FWD,Leicester,Jamie Vardy,9
307,11,0.32,0.81,1390,34,4.0,3.9,DEF,Leicester,Jannik Vestergaard,0
308,2,0.06,0.24,135,34,4.0,3.9,GK,Leicester,Danny Ward,0
309,40,1.18,1.06,1536,34,4.5,4.3,MID,Leicester,Harry Winks,0
310,101,2.97,3.2,2148,34,5.5,5.5,GK,Liverpool,Alisson Ramses Becker,2
311,146,4.29,3.74,2238,34,7.0,7.2,DEF,Liverpool,Trent Alexander-Arnold,0
312,0,0.0,0.0,0,34,4.5,4.5,MID,Liverpool,Stefan Bajčetić Maquieira,0
313,34,1.0,2.02,524,34,5.0,4.7,DEF,Liverpool,Conor Bradley,1
314,35,1.03,1.68,443,34,5.0,4.5,MID,Brentford,Fábio Freitas Gouveia Carvalho,0
315,0,0.0,0.0,0,34,4.5,4.5,MID,Liverpool,Bobby Clark,0
316,62,1.82,2.72,1002,34,7.5,7.0,FWD,Liverpool,Darwin Núñez Ribeiro,1
317,84,2.47,2.94,1086,34,7.5,7.2,MID,Liverpool,Diogo Teixeira da Silva,1
318,0,0.0,0.0,0,34,4.5,4.5,MID,Liverpool,Ben Doak,0
319,16,0.47,0.79,189,34,5.5,5.2,MID,Liverpool,Harvey Elliott,2
320,17,0.5,0.51,157,34,5.0,4.6,MID,Liverpool,Endo Wataru,2
321,107,3.15,3.86,1614,34,7.5,7.2,FWD,Liverpool,Cody Gakpo,2
322,14,0.41,1.08,517,34,5.0,4.7,DEF,Liverpool,Joe Gomez,0
323,89,2.62,0.99,2921,34,5.0,5.0,MID,Liverpool,Ryan Gravenberch,0
324,80,2.35,2.7,1429,34,5.5,5.3,MID,Liverpool,Curtis Jones,2
325,45,1.32,2.54,900,34,4.5,4.0,GK,Liverpool,Caoimhin Kelleher,0
326,102,3.0,2.9,2320,34,5.0,5.3,DEF,Liverpool,Ibrahima Konaté,0
327,172,5.06,4.6,2220,34,7.5,7.6,MID,Liverpool,Luis Díaz,0
328,328,9.65,5.2,3014,34,12.5,13.8,MID,Liverpool,Mohamed Salah,2
329,117,3.44,2.9,2552,34,6.5,6.2,MID,Liverpool,Alexis Mac Allister,4
330,0,0.0,0.0,0,34,4.5,4.3,MID,Liverpool,James McConnell,0
331,0,0.0,0.0,0,34,4.5,4.4,MID,Liverpool,Tyler Morton,0
332,0,0.0,0.0,0,34,4.0,4.0,DEF,Liverpool,Nathaniel Phillips,0
333,10,0.29,0.46,308,34,4.5,3.9,DEF,Liverpool,Jarell Quansah,-2
334,0,0.0,0.0,0,34,4.0,4.0,DEF,Liverpool,Rhys Williams,0
335,85,2.5,2.74,2305,34,6.0,5.8,DEF,Liverpool,Andrew Robertson,0
336,128,3.76,4.34,2251,34,6.5,6.2,MID,Liverpool,Dominik Szoboszlai,1
337,41,1.21,2.1,658,34,5.0,4.6,DEF,Liverpool,Konstantinos Tsimikas,1
338,53,1.56,2.12,2224,34,4.0,4.1,DEF,Liverpool,Sepp van den Berg,1
339,135,3.97,2.68,3060,34,6.0,6.6,DEF,Liverpool,Virgil van Dijk,6
340,46,1.35,2.0,1710,34,5.5,5.3,DEF,Man City,Manuel Akanji,1
341,25,0.74,1.73,677,34,5.5,5.3,DEF,Man City,Nathan Aké,0
342,90,2.65,2.56,2307,34,6.5,6.1,MID,Man City,Bernardo Veiga de Carvalho e Silva,3
343,2,0.06,0.24,13,34,5.0,4.7,MID,Man City,Oscar Bobb,0
344,0,0.0,0.0,0,34,4.0,3.9,GK,Man City,Scott Carson,0
345,96,2.82,4.0,1448,34,9.5,9.3,MID,Man City,Kevin De Bruyne,11
346,77,2.26,3.05,1297,34,6.5,6.2,MID,Man City,Jérémy Doku,6
347,91,2.68,3.4,1960,34,5.5,5.3,GK,Man City,Ederson Santana de Moraes,6
348,100,2.94,4.28,1682,34,9.5,9.1,MID,Man City,Phil Foden,1
349,37,1.09,1.93,709,34,6.5,6.4,MID,Man City,Jack Grealish,0
350,129,3.79,3.3,2918,34,6.0,6.2,DEF,Man City,Joško Gvardiol,8
351,171,5.03,4.86,2480,34,15.0,14.8,FWD,Man City,Erling Haaland,0
352,0,0.0,0.0,0,34,7.0,7.0,FWD,Man City,Julián Álvarez,0
353,0,0.0,0.0,0,34,5.5,5.3,DEF,Man City,João Cavaco Cancelo,0
354,101,2.97,3.79,1955,34,5.5,5.4,MID,Man City,Mateo Kovačić,3
355,59,1.74,2.06,1806,34,4.5,4.3,DEF,Man City,Rico Lewis,1
356,67,1.97,2.35,1400,34,5.0,4.9,MID,Man City,Matheus Luiz Nunes,3
357,29,0.85,1.71,289,34,5.0,4.6,MID,Man City,James McAtee,1
358,35,1.03,1.88,1099,34,5.5,5.2,GK,Man City,Stefan Ortega Moreno,0
359,26,0.76,0.92,1209,34,5.0,4.8,MID,Ipswich,Kalvin Phillips,1
360,2,0.06,0.24,65,34,6.5,6.2,MID,Man City,Rodrigo 'Rodri' Hernandez,0
361,65,1.91,2.47,1909,34,5.5,5.4,DEF,Man City,Rúben Gato Alves Dias,7
362,29,0.85,2.2,544,34,5.5,5.3,DEF,Man City,John Stones,0
363,13,0.38,0.6,966,34,5.5,5.1,DEF,Man City,Kyle Walker,0
364,107,3.15,4.55,1591,34,5.0,5.3,MID,Man Utd,Amad Diallo,6
365,8,0.24,0.43,135,34,6.0,5.7,MID,Man Utd,Antony Matheus dos Santos,0
366,164,4.82,4.6,2757,34,8.5,8.5,MID,Man Utd,Bruno Borges Fernandes,0
367,0,0.0,0.0,90,34,4.5,4.3,GK,Man Utd,Altay Bayindir,1
368,44,1.29,1.85,1330,34,5.0,4.6,MID,Man Utd,Carlos Henrique Casimiro,0
369,94,2.76,3.1,2787,34,5.0,5.0,DEF,Man Utd,Diogo Dalot Teixeira,0
370,34,1.0,1.1,988,34,5.5,5.2,MID,Man Utd,Christian Eriksen,4
371,14,0.41,1.56,288,34,4.5,4.4,DEF,Man Utd,Jonny Evans,0
372,92,2.71,2.25,2047,34,6.5,5.9,MID,Man Utd,Alejandro Garnacho,12
373,0,0.0,0.0,0,34,4.5,4.5,MID,Man Utd,Hannibal Mejbri,0
374,0,0.0,0.0,0,34,4.0,3.9,GK,Man Utd,Tom Heaton,0
375,72,2.12,2.38,1738,34,7.0,6.9,FWD,Man Utd,Rasmus Højlund,0
376,17,0.5,1.13,463,34,4.5,4.3,DEF,Man Utd,Victor Lindelöf,1
377,39,1.15,2.02,1478,34,5.0,4.9,DEF,Man Utd,Harry Maguire,0
378,36,1.06,0.98,1412,34,5.5,5.2,MID,Man Utd,Kobbie Mainoo,2
379,2,0.06,0.24,99,34,4.5,4.4,DEF,Man Utd,Tyrell Malacia,0
380,68,2.0,3.3,1751,34,4.5,4.3,DEF,Man Utd,Lisandro Martínez,0
381,2,0.06,0.24,17,34,5.0,4.9,MID,Man Utd,Scott McTominay,0
382,12,0.35,0.54,365,34,6.5,6.3,MID,Man Utd,Mason Mount,6
383,118,3.47,3.2,2970,34,5.0,4.9,GK,Man Utd,André Onana,0
384,0,0.0,0.0,0,34,5.0,5.0,MID,Man Utd,Facundo Pellistri Rebollo,0
385,95,2.79,3.5,1414,34,7.0,6.7,MID,Man Utd,Marcus Rashford,0
386,82,2.41,2.27,1660,34,6.5,6.2,MID,Man Utd,Jadon Sancho,0
387,4,0.12,0.33,170,34,5.0,4.9,DEF,Man Utd,Luke Shaw,-2
388,93,2.74,3.5,2794,34,4.5,4.5,DEF,West Ham,Aaron Wan-Bissaka,7
389,64,1.88,2.46,1385,34,7.0,6.5,FWD,Man Utd,Joshua Zirkzee,0
390,0,0.0,0.0,0,34,4.0,4.0,DEF,Newcastle,Alex Murphy,0
391,10,0.29,0.52,150,34,6.0,5.4,MID,Newcastle,Miguel Almirón Rejala,0
392,121,3.56,3.89,1404,34,6.5,6.0,MID,Newcastle,Harvey Barnes,2
393,8,0.24,1.05,232,34,4.5,4.4,DEF,Newcastle,Sven Botman,1
394,122,3.59,2.66,2913,34,6.5,6.2,MID,Newcastle,Bruno Guimarães Rodriguez Moura,2
395,99,2.91,3.17,2970,34,4.5,4.5,DEF,Newcastle,Dan Burn,2
396,44,1.29,2.53,900,34,4.5,4.1,GK,Newcastle,Martin Dúbravka,0
397,7,0.21,0.69,303,34,5.0,4.8,MID,Newcastle,Ryan Fraser,0
398,117,3.44,3.13,2195,34,7.5,7.4,MID,Newcastle,Anthony Gordon,1
399,102,3.0,3.67,2188,34,4.5,4.7,DEF,Newcastle,Lewis Hall,0
400,0,0.0,0.0,0,34,4.5,4.4,MID,Newcastle,Isaac Hayden,0
401,198,5.82,4.75,2488,34,8.5,9.6,FWD,Newcastle,Alexander Isak,9
402,149,4.38,4.19,2080,34,5.5,5.3,MID,Newcastle,Jacob Murphy,1
403,99,2.91,3.39,2394,34,6.0,6.0,MID,Newcastle,Joelinton Cássio Apolinário de Lira,0
404,12,0.35,0.81,299,34,4.5,4.2,DEF,Newcastle,Lloyd Kelly,0
405,16,0.47,1.13,282,34,4.5,4.3,DEF,Newcastle,Emil Krafth,1
406,0,0.0,0.0,0,34,4.5,4.4,MID,Newcastle,Garang Kuol,0
407,0,0.0,0.0,0,34,4.5,4.5,DEF,Newcastle,Jamaal Lascelles,0
408,0,0.0,0.0,0,34,4.0,4.0,DEF,Newcastle,Jamal Lewis,0
409,92,2.71,2.75,2475,34,4.5,4.6,DEF,Newcastle,Tino Livramento,2
410,33,0.97,1.06,782,34,5.0,4.4,MID,Newcastle,Sean Longstaff,0
411,19,0.56,1.4,242,34,5.0,5.0,MID,Newcastle,Lewis Miley,0
412,0,0.0,0.0,0,34,4.5,4.2,GK,Newcastle,Odysseas Vlachodimos,0
413,87,2.56,2.85,2160,34,5.0,5.0,GK,Newcastle,Nick Pope,2
414,0,0.0,0.0,0,34,4.0,3.9,GK,Newcastle,John Ruddy,0
415,104,3.06,3.49,2575,34,5.5,5.5,DEF,Newcastle,Fabian Schär,6
416,2,0.06,0.24,20,34,4.0,3.9,DEF,Newcastle,Matt Targett,0
417,89,2.62,2.46,2265,34,5.5,5.5,MID,Newcastle,Sandro Tonali,2
418,69,2.03,3.47,1182,34,6.0,5.6,DEF,Newcastle,Kieran Trippier,2
419,0,0.0,0.0,0,34,4.5,4.5,MID,Newcastle,Joe White,0
420,44,1.29,1.09,933,34,5.0,4.7,MID,Newcastle,Joe Willock,1
421,14,0.41,0.56,255,34,7.0,6.9,FWD,Newcastle,Callum Wilson,1
422,124,3.65,4.03,2644,34,4.5,5.2,DEF,Nott'm Forest,Ola Aina,1
423,101,2.97,2.18,2374,34,5.0,5.0,MID,Nott'm Forest,Elliot Anderson,2
424,31,0.91,0.9,391,34,6.0,5.5,FWD,Nott'm Forest,Taiwo Awoniyi,0
425,6,0.18,0.46,146,34,4.5,4.2,DEF,Nott'm Forest,Willy Boly,0
426,0,0.0,0.0,0,34,4.5,4.5,MID,Nott'm Forest,Josh Bowler,0
427,0,0.0,0.0,0,34,4.5,4.1,GK,Nott'm Forest,Carlos Miguel dos Santos Pereira,0
428,2,0.06,0.24,28,34,4.5,4.3,MID,Nott'm Forest,Eric da Silva Moreira,0
429,10,0.29,0.68,264,34,5.0,4.7,MID,Nott'm Forest,Danilo dos Santos de Oliveira,0
430,0,0.0,0.0,0,34,5.0,4.9,FWD,Nott'm Forest,Emmanuel Dennis,0
431,47,1.38,1.07,1659,34,5.0,4.8,MID,Nott'm Forest,Nicolás Domínguez,1
432,137,4.03,3.85,2136,34,5.5,5.4,MID,Nott'm Forest,Anthony Elanga,2
433,127,3.74,3.93,2453,34,6.5,6.4,MID,Nott'm Forest,Morgan Gibbs-White,1
434,101,2.97,2.67,2150,34,5.5,5.1,MID,Nott'm Forest,Callum Hudson-Odoi,0
435,0,0.0,0.0,0,34,4.5,4.5,MID,Nott'm Forest,Alex Mighten,0
436,117,3.44,3.03,2928,34,4.5,4.7,DEF,Nott'm Forest,Murillo Santiago Costa dos Santos,10
437,97,2.85,3.29,2228,34,4.5,4.5,DEF,Nott'm Forest,Neco Williams,5
438,0,0.0,0.0,0,34,4.5,4.5,DEF,Nott'm Forest,Omar Richards,0
439,0,0.0,0.0,0,34,5.0,5.0,MID,Nott'm Forest,Lewis O'Brien,0
440,0,0.0,0.0,0,34,4.5,4.2,DEF,Nott'm Forest,Andrew Omobamidele,0
441,0,0.0,0.0,0,34,4.0,4.0,DEF,Nott'm Forest,Jonathan Panzo,0
442,13,0.38,0.85,289,34,4.5,4.3,MID,Nott'm Forest,Ibrahim Sangaré,1
443,142,4.18,2.97,3060,34,4.5,5.1,GK,Nott'm Forest,Matz Sels,1
444,4,0.12,0.33,135,34,4.5,4.2,DEF,Nott'm Forest,Harry Toffolo,0
445,0,0.0,0.0,0,34,4.0,3.9,GK,Nott'm Forest,Matt Turner,0
446,0,0.0,0.0,0,34,4.5,4.5,FWD,Nott'm Forest,Hwang Ui-jo,0
447,186,5.47,4.37,2598,34,6.0,7.0,FWD,Nott'm Forest,Chris Wood,2
448,0,0.0,0.0,0,34,4.5,4.5,DEF,Nott'm Forest,Joe Worrall,0
449,64,1.88,1.93,1848,34,5.0,4.8,MID,Nott'm Forest,Ryan Yates,0
450,24,0.69,2.22,494,35,5.0,4.7,MID,Southampton,Carlos Alcaraz Durán,4
451,1,0.03,0.17,26,34,4.5,4.4,MID,Southampton,Samuel Amo-Ameyaw,0
452,70,2.06,2.33,1903,34,5.0,4.9,MID,Southampton,Joe Aribo,0
453,45,1.32,1.92,1246,34,5.5,5.1,FWD,Southampton,Adam Armstrong,0
454,0,0.0,0.0,0,34,4.5,4.3,GK,Southampton,Gavin Bazunu,0
455,52,1.53,2.09,2351,34,4.0,4.0,DEF,Southampton,Jan Bednarek,1
456,2,0.06,0.24,329,34,4.0,3.9,DEF,Southampton,Armel Bella-Kotchap,0
457,16,0.47,0.83,890,34,4.0,3.9,DEF,Southampton,James Bree,0
458,0,0.0,0.0,0,34,4.5,4.5,MID,Southampton,Shea Charles,0
459,1,0.03,0.17,64,34,5.0,4.9,MID,Southampton,Samuel Edozie,0
460,1,0.03,0.17,12,34,4.0,3.9,DEF,Southampton,Ronnie Edwards,0
461,48,1.41,1.94,2563,34,4.0,4.0,DEF,Southampton,Taylor Harwood-Bellis,0
462,47,1.38,1.83,1114,34,5.0,5.0,MID,Southampton,Kamaldeen Sulemana,0
463,17,0.5,0.99,352,34,5.0,5.0,MID,Southampton,Adam Lallana,0
464,0,0.0,0.0,0,34,4.0,3.9,DEF,Southampton,Juan Larios López,0
465,0,0.0,0.0,0,34,4.0,4.0,GK,Southampton,Mateusz Lis,0
466,8,0.24,0.78,270,34,4.0,4.0,GK,Southampton,Joe Lumley,0
467,32,0.94,1.32,1366,34,4.5,4.3,DEF,Southampton,Ryan Manning,1
468,0,0.0,0.0,0,34,5.0,5.0,FWD,Southampton,Sékou Mara,0
469,12,0.35,0.95,450,34,4.5,4.2,GK,Southampton,Alex McCarthy,0
470,49,1.44,2.13,973,34,5.0,4.9,FWD,Southampton,Paul Onuachu,1
471,22,0.65,1.3,604,34,5.0,5.0,MID,Southampton,Will Smallbone,1
472,24,0.71,1.95,1164,34,4.0,4.0,DEF,Southampton,Jack Stephens,0
473,8,0.24,0.5,236,34,4.5,4.4,FWD,Southampton,Ross Stewart,1
474,42,1.24,1.69,1458,34,4.5,4.2,DEF,Southampton,Sugawara Yukinari,0
475,5,0.15,0.44,263,34,4.0,3.9,DEF,Southampton,Charlie Taylor,0
476,53,1.56,1.96,2828,34,4.5,4.2,DEF,Southampton,Kyle Walker-Peters,1
477,13,0.38,1.39,622,34,4.0,4.0,DEF,Southampton,Nathan Wood-Gordon,0
478,0,0.0,0.0,0,34,4.0,4.0,DEF,Spurs,Ashley Phillips,0
479,1,0.03,0.17,90,34,4.0,4.0,GK,Spurs,Brandon Austin,0
480,47,1.38,1.63,1514,34,5.0,4.9,MID,Spurs,Rodrigo Bentancur,0
481,44,1.29,1.24,1200,34,4.5,4.4,MID,Spurs,Lucas Bergvall,0
482,45,1.32,2.23,1200,34,5.0,4.8,MID,Spurs,Yves Bissouma,2
483,0,0.0,0.0,0,34,5.0,5.0,MID,Spurs,Bryan Gil Salvatierra,0
484,26,0.76,1.67,1035,34,4.5,4.3,DEF,Spurs,Ben Davies,1
485,0,0.0,0.0,0,34,4.5,4.5,MID,Spurs,Alfie Devine,0
486,24,0.71,1.51,1250,34,4.5,4.3,DEF,Spurs,Radu Drăgușin,0
487,0,0.0,0.0,0,34,4.5,4.5,DEF,Spurs,Emerson Leite de Souza Junior,0
488,19,0.56,1.46,630,34,4.5,4.3,GK,Spurs,Fraser Forster,0
489,38,1.12,0.95,1390,34,5.0,4.6,MID,Spurs,Archie Gray,2
490,0,0.0,0.0,0,34,5.0,5.0,MID,Spurs,Pierre-Emile Højbjerg,0
491,134,3.94,4.32,2078,34,6.5,6.2,MID,Spurs,Brennan Johnson,0
492,114,3.35,3.15,2278,34,6.5,6.2,MID,Spurs,Dejan Kulusevski,2
493,0,0.0,0.0,0,34,5.0,4.9,MID,Spurs,Giovani Lo Celso,0
494,133,3.91,4.25,1799,34,7.5,7.4,MID,Spurs,James Maddison,0
495,99,2.91,3.07,2459,34,5.5,5.3,DEF,Spurs,Pedro Porro,0
496,1,0.03,0.17,121,34,4.5,4.1,DEF,Spurs,Sergio Reguilón,0
497,31,0.91,1.8,403,34,7.0,6.8,FWD,Spurs,Richarlison de Andrade,2
498,49,1.44,2.78,1416,34,5.0,4.9,DEF,Spurs,Cristian Romero,0
499,65,1.91,2.3,1624,34,5.0,4.7,MID,Spurs,Pape Matar Sarr,2
500,6,0.18,0.72,31,34,4.5,4.4,FWD,Spurs,Dane Scarlett,0
501,20,0.59,0.7,896,34,5.0,4.7,MID,Spurs,Oliver Skipp,2
502,0,0.0,0.0,0,34,5.5,5.4,MID,Spurs,Manor Solomon,0
503,126,3.71,4.17,2001,34,10.0,9.7,MID,Spurs,Son Heung-min,0
504,47,1.38,2.93,1513,34,4.5,4.4,DEF,Spurs,Djed Spence,2
505,43,1.26,1.69,1833,34,5.0,4.8,DEF,Spurs,Destiny Udogie,0
506,31,0.91,2.39,949,34,4.5,4.5,DEF,Spurs,Micky van de Ven,0
507,0,0.0,0.0,0,34,5.0,5.0,FWD,Spurs,Alejo Véliz,0
508,63,1.85,2.36,1980,34,5.0,4.8,GK,Spurs,Guglielmo Vicario,2
509,34,1.0,1.58,504,34,6.5,6.2,MID,Spurs,Timo Werner,0
510,0,0.0,0.0,0,34,4.0,3.9,GK,Spurs,Alfie Whiteman,0
511,37,1.09,1.16,1632,34,5.0,5.0,MID,West Ham,Edson Álvarez Velázquez,0
512,42,1.24,3.17,834,34,5.5,5.2,FWD,West Ham,Michail Antonio,0
513,57,1.68,1.82,1989,34,4.5,4.2,GK,West Ham,Alphonse Areola,2
514,155,4.56,3.66,2632,34,7.5,7.6,MID,West Ham,Jarrod Bowen,9
515,1,0.03,0.17,71,34,5.0,4.7,MID,West Ham,Maxwel Cornet,0
516,19,0.56,1.28,856,34,4.5,4.1,DEF,West Ham,Vladimír Coufal,1
517,27,0.79,1.82,583,34,4.0,3.9,DEF,West Ham,Aaron Cresswell,2
518,41,1.21,1.27,1789,34,5.0,4.7,MID,Southampton,Flynn Downes,2
519,0,0.0,0.0,0,34,4.5,4.5,MID,West Ham,George Earthy,0
520,73,2.15,2.78,2011,34,4.5,4.4,DEF,West Ham,Emerson Palmieri dos Santos,2
521,36,1.06,2.03,1070,34,4.0,4.0,GK,West Ham,Łukasz Fabiański,0
522,0,0.0,0.0,0,34,4.5,4.2,GK,West Ham,Wes Foderingham,0
523,32,0.94,1.95,270,34,5.0,4.9,FWD,West Ham,Danny Ings,0
524,72,2.12,2.58,2988,34,4.5,4.3,DEF,West Ham,Max Kilman,2
525,90,2.65,2.23,2332,34,6.5,6.2,MID,West Ham,Mohammed Kudus,1
526,11,0.32,0.47,128,34,5.0,4.6,MID,West Ham,Luis Guilherme Lira dos Santos,0
527,78,2.29,2.33,2253,34,6.0,5.7,MID,West Ham,Lucas Tolentino Coelho de Lima,1
528,41,1.21,1.9,1936,34,4.5,4.3,DEF,West Ham,Konstantinos Mavropanos,1
529,0,0.0,0.0,0,34,4.5,4.4,DEF,West Ham,Nayef Aguerd,0
530,111,3.26,3.38,2247,34,5.0,4.8,MID,West Ham,Tomáš Souček,2
531,37,1.09,1.29,1196,34,6.5,6.1,MID,West Ham,James Ward-Prowse,1
532,0,0.0,0.0,0,34,4.5,4.4,DEF,West Ham,Kurt Zouma,0
533,120,3.53,3.86,2778,34,4.5,5.0,DEF,Wolves,Rayan Aït-Nouri,2
534,1,0.03,0.17,1,34,5.0,4.8,MID,Wolves,Boubacar Traoré,0
535,81,2.38,2.67,1478,34,5.0,4.9,MID,Wolves,Jean-Ricner Bellegarde,2
536,7,0.21,1.2,90,34,4.0,3.9,GK,Wolves,Daniel Bentley,0
537,1,0.03,0.17,6,34,4.5,4.5,MID,Wolves,Francisco Jorge Tomás Oliveira,0
538,0,0.0,0.0,0,34,4.5,4.5,MID,Wolves,Tawanda Chirewa,0
539,0,0.0,0.0,0,34,4.5,4.4,FWD,Wolves,Leon Chiwome,0
540,0,0.0,0.0,0,34,4.5,4.5,MID,Wolves,Luke Cundle,0
541,173,5.09,4.65,2341,34,6.5,7.0,FWD,Wolves,Matheus Santos Carneiro Da Cunha,2
542,17,0.5,1.62,969,34,4.5,4.2,DEF,Wolves,Craig Dawson,0
543,70,2.06,2.75,1897,34,4.5,4.3,DEF,Wolves,Matt Doherty,2
544,28,0.82,0.9,474,34,5.0,4.7,MID,Wolves,Tommy Doyle,0
545,0,0.0,0.0,0,34,5.0,5.0,FWD,Wolves,Fábio Silva,0
546,0,0.0,0.0,0,34,4.5,4.5,FWD,Wolves,Nathan Fraser,0
547,0,0.0,0.0,0,34,4.5,4.4,MID,Wolves,Enso González,0
548,56,1.65,2.44,757,34,5.5,5.3,MID,Wolves,Gonçalo Manuel Ganchinho Guedes,1
549,0,0.0,0.0,0,34,4.5,4.5,DEF,Wolves,Hugo Bueno López,0
550,35,1.03,1.62,632,34,6.5,6.1,MID,Wolves,Hwang Hee-chan,1
551,0,0.0,0.0,0,34,4.5,4.5,MID,Wolves,Joe Hodge,0
552,0,0.0,0.0,0,34,4.0,4.0,DEF,Wolves,Ki-Jana Hoever,0
553,82,2.41,2.58,2691,34,5.0,4.9,MID,Wolves,João Victor Gomes da Silva,2
554,86,2.53,3.12,2340,34,4.5,4.4,GK,Wolves,José Malheiro de Sá,2
555,0,0.0,0.0,0,34,5.0,4.8,FWD,Wolves,Saša Kalajdžić,0
556,0,0.0,0.0,0,34,4.0,4.0,GK,Wolves,Tom King,0
557,47,1.38,2.24,1363,34,5.0,4.8,MID,Wolves,Mario Lemina,0
558,3,0.09,0.57,441,34,4.0,3.8,DEF,Wolves,Yerson Mosquera,0
559,80,2.35,2.51,2579,34,4.5,4.5,DEF,Wolves,Nélson Cabral Semedo,2
560,88,2.59,2.84,1915,34,6.5,6.1,MID,Chelsea,Pedro Lomba Neto,5
561,2,0.06,0.24,69,34,4.0,3.9,DEF,Wolves,Pedro Cardoso de Lima,0
562,2,0.06,0.24,46,34,5.5,5.5,MID,Wolves,Daniel Castelo Podence,0
563,37,1.09,1.66,634,34,5.5,5.1,MID,Wolves,Rodrigo Martins Gomes,1
564,50,1.47,2.06,1671,34,4.5,4.3,DEF,Wolves,Santiago Bueno,1
565,46,1.35,2.42,678,34,5.5,5.0,MID,Wolves,Pablo Sarabia,1
566,129,3.79,3.27,2465,34,5.5,5.4,FWD,Wolves,Jørgen Strand Larsen,0
567,75,2.21,2.79,2253,34,4.5,4.3,DEF,Wolves,Toti António Gomes,2
568,49,1.44,2.18,1620,34,4.5,4.4,GK,Ipswich,Arijanet Muric,0
569,37,1.09,2.64,796,34,5.5,5.3,MID,Aston Villa,Jaden Philogene,0
570,26,0.76,1.6,576,34,5.5,5.1,MID,Leicester,Abdul Fatawu,0
571,104,3.06,3.68,1730,34,6.5,6.2,MID,Man City,Sávio 'Savinho' Moreira de Oliveira,0
572,21,0.62,1.04,1064,34,4.5,4.3,DEF,Man Utd,Leny Yoro,0
573,132,3.88,2.88,2970,34,4.5,5.1,DEF,Nott'm Forest,Nikola Milenković,2
574,0,0.0,0.0,0,34,4.0,4.0,DEF,Newcastle,Miodrag Pivaš,0
575,0,0.0,0.0,0,34,4.0,4.0,DEF,Chelsea,Caleb Wiley,0
576,9,0.26,0.45,161,34,5.0,4.7,MID,West Ham,Andy Irving,0
577,44,1.29,1.19,1229,34,5.5,5.0,MID,Everton,Jesper Lindstrøm,0
578,37,1.09,2.17,921,34,6.0,5.8,DEF,Arsenal,Riccardo Calafiori,0
579,54,1.59,3.21,410,34,4.5,4.1,DEF,Fulham,Ryan Sessegnon,0
580,91,2.68,3.91,2140,34,4.5,4.5,DEF,Bournemouth,Dean Huijsen,8
581,18,0.53,1.31,540,34,4.5,4.2,GK,Chelsea,Filip Jørgensen,0
582,52,1.53,2.71,1298,34,5.0,4.5,DEF,Everton,Jake O'Brien,0
583,11,0.32,0.84,334,34,4.0,3.9,DEF,Ipswich,Conor Townsend,0
584,13,0.38,0.65,446,34,5.5,4.8,MID,Southampton,Ben Brereton Díaz,0
585,127,3.74,4.12,2389,34,6.0,5.8,MID,Crystal Palace,Ismaïla Sarr,2
586,7,0.21,0.48,258,34,4.5,4.4,DEF,Fulham,Jorge Cuenca Barreno,0
587,33,0.97,1.47,776,34,6.0,5.5,MID,West Ham,Crysencio Summerville,0
588,29,0.85,0.96,1016,34,5.0,4.8,MID,West Ham,Guido Rodríguez,0
589,36,1.06,1.98,583,34,7.0,6.7,FWD,West Ham,Niclas Füllkrug,2
590,17,0.5,1.08,96,34,5.0,4.9,FWD,Newcastle,William Osula,0
591,44,1.29,1.9,1483,34,4.5,4.2,DEF,West Ham,Jean-Clair Todibo,2
592,9,0.26,0.51,358,34,4.5,4.3,DEF,Bournemouth,Julián Araujo Zúñiga,2
593,68,2.0,2.96,2085,34,5.0,4.8,DEF,Man Utd,Matthijs de Ligt,0
594,85,2.5,2.34,2637,34,4.5,4.2,DEF,Man Utd,Noussair Mazraoui,0
595,30,0.88,1.43,497,34,5.5,5.4,MID,Brighton,Brajan Gruda,1
596,49,1.44,1.71,826,34,6.0,5.9,MID,Nott'm Forest,João Pedro Ferreira Silva,0
597,30,0.88,1.65,1072,34,4.5,4.5,MID,Arsenal,Myles Lewis-Skelly,2
598,6,0.18,0.39,473,34,4.0,3.9,DEF,Aston Villa,Lamare Bogarde,0
599,0,0.0,0.0,0,34,4.0,3.9,GK,Bournemouth,Will Dennis,0
600,60,1.76,1.44,1729,34,5.0,5.0,MID,Brighton,Yasin Ayari,1
601,0,0.0,0.0,0,34,5.0,5.0,MID,Brighton,Andrew Moran,0
602,1,0.03,0.17,3,34,4.5,4.4,MID,Brentford,Ryan Trevitt,0
603,2,0.06,0.24,47,34,4.5,4.4,MID,Everton,Harrison Armstrong,0
604,7,0.21,0.59,78,34,4.5,4.4,MID,Fulham,Josh King,0
605,1,0.03,0.17,14,34,4.5,4.4,MID,Fulham,Martial Godo,0
606,1,0.03,0.17,1,34,4.5,4.4,MID,Leicester,Will Alves,0
607,29,0.85,2.36,454,34,5.0,4.9,MID,Man City,Nico O'Reilly,1
608,62,1.82,2.28,1687,34,4.5,4.3,MID,Southampton,Tyler Dibling,1
609,3,0.09,0.29,10,34,4.5,4.5,FWD,Spurs,Will Lankshear,0
610,14,0.41,1.26,180,34,4.5,4.5,MID,Spurs,Mikey Moore,1
