element,total_points,avg_points,std_points,total_minutes,games_played,start_price,end_price,position,team,name,next_week_points
161,0,0.0,0.0,0,34,5.0,4.7,MID,Chelsea,Carney Chukwuemeka,0
162,86,2.53,2.95,2790,34,4.5,4.4,DEF,Chelsea,Levi Colwill,2
163,107,3.15,3.92,2628,34,5.0,5.4,DEF,Chelsea,Marc Cucurella Saseta,2
164,0,0.0,0.0,0,34,5.5,5.4,FWD,Chelsea,David Datro Fofana,0
165,0,0.0,0.0,0,34,5.0,4.9,FWD,Chelsea,Deivid Washington de Souza Eugênio,0
166,17,0.5,1.08,253,34,6.0,5.5,MID,Chelsea,Kiernan Dewsbury-Hall,0
167,33,0.97,2.07,851,34,4.5,4.2,DEF,Chelsea,Axel Disasi,0
168,119,3.5,3.08,2586,34,5.0,4.7,MID,Chelsea,Enzo Fernández,9
169,0,0.0,0.0,0,34,6.0,5.9,MID,Chelsea,Conor Gallagher,0
170,0,0.0,0.0,0,34,4.0,4.0,DEF,Chelsea,Alfie Gilchrist,0
171,56,1.65,2.0,1813,34,5.0,4.9,DEF,Chelsea,Malo Gusto,1
172,36,1.06,2.12,830,34,5.0,4.8,DEF,Chelsea,Reece James,1
173,0,0.0,0.0,0,34,4.5,4.3,MID,Chelsea,Omari Kellyman,0
174,19,0.56,1.08,604,34,4.5,4.5,MID,Chelsea,Roméo Lavia,3
175,0,0.0,0.0,0,34,6.5,6.3,FWD,Chelsea,Romelu Lukaku Bolingoli,0
176,0,0.0,0.0,0,34,4.5,4.5,DEF,Chelsea,Malang Sarr,0
177,111,3.26,4.27,1718,34,6.5,6.0,MID,Chelsea,Noni Madueke,2
178,3,0.09,0.29,71,34,5.0,4.7,FWD,Chelsea,Marc Guiu Paz,0
179,7,0.21,0.41,145,34,6.5,6.1,MID,Chelsea,Mykhailo Mudryk,0
180,121,3.56,3.94,2114,34,7.5,7.7,FWD,Chelsea,Nicolas Jackson,2
181,60,1.76,3.0,904,34,6.5,5.7,MID,Chelsea,Christopher Nkunku,0
182,197,5.79,5.67,2833,34,10.5,10.6,MID,Chelsea,Cole Palmer,10
183,0,0.0,0.0,0,34,4.5,4.4,GK,Chelsea,Đorđe Petrović,0
184,7,0.21,0.48,176,34,4.5,4.4,MID,Chelsea,Renato Palma Veiga,0
185,110,3.24,3.59,2520,34,4.5,4.5,GK,Chelsea,Robert Sánchez,2
186,23,0.68,1.09,424,34,7.0,6.7,MID,Chelsea,Raheem Sterling,1
187,57,1.68,2.74,1223,34,4.5,4.2,DEF,Chelsea,Tosin Adarabioyo,0
188,44,1.29,1.82,1444,34,4.5,4.4,MID,Chelsea,Lesley Ugochukwu,1
189,26,0.76,1.6,1172,34,4.5,4.3,DEF,Chelsea,Wesley Fofana,0
190,0,0.0,0.0,0,34,4.5,4.5,MID,Crystal Palace,Naouirou Ahamada,0
191,47,1.38,2.23,2313,34,4.5,4.2,DEF,Crystal Palace,Joachim Andersen,2
192,60,1.76,2.02,1367,34,5.5,5.1,MID,Crystal Palace,Jordan Ayew,8
193,19,0.56,0.96,443,34,5.0,4.8,MID,Crystal Palace,Cheick Doucouré,0
194,57,1.68,2.56,1561,34,4.5,4.4,DEF,Crystal Palace,Chris Richards,2
195,1,0.03,0.17,90,34,4.5,4.3,DEF,Crystal Palace,Chadi Riad Dnanou,0
196,18,0.53,1.16,477,34,4.5,4.3,DEF,Crystal Palace,Nathaniel Clyne,0
197,0,0.0,0.0,0,34,4.5,4.5,MID,Crystal Palace,Malcolm Ebiowei,0
198,7,0.21,0.48,141,34,5.5,5.1,FWD,Crystal Palace,Odsonne Edouard,0
199,113,3.32,3.04,2338,34,7.0,6.9,MID,Crystal Palace,Eberechi Eze,10
200,107,3.15,3.59,2879,34,4.5,4.7,DEF,Crystal Palace,Marc Guéhi,2
201,123,3.62,2.89,3060,34,4.5,4.6,GK,Crystal Palace,Dean Henderson,3
202,0,0.0,0.0,0,34,4.5,4.2,DEF,Crystal Palace,Rob Holding,0
203,59,1.74,2.08,1862,34,5.0,4.9,MID,Crystal Palace,Will Hughes,1
204,12,0.35,0.77,630,34,4.5,4.1,GK,Crystal Palace,Sam Johnstone,0
205,40,1.18,0.87,1321,34,5.5,5.1,MID,Crystal Palace,Daichi Kamada,1
206,51,1.5,1.35,2027,34,5.0,4.8,MID,Crystal Palace,Jefferson Lerma Solís,1
207,144,4.24,3.89,2438,34,7.5,7.8,FWD,Crystal Palace,Jean-Philippe Mateta,2
208,7,0.21,1.04,24,34,4.5,4.4,MID,Crystal Palace,Matheus França de Oliveira,0
209,0,0.0,0.0,0,34,4.0,3.9,GK,Crystal Palace,Remi Matthews,0
210,107,3.15,2.76,2850,34,5.0,4.8,DEF,Crystal Palace,Tyrick Mitchell,5
211,127,3.74,3.47,2869,34,5.0,5.3,DEF,Crystal Palace,Daniel Muñoz,1
212,0,0.0,0.0,0,34,4.5,4.5,MID,Crystal Palace,David Ozoh,0
213,0,0.0,0.0,0,34,4.5,4.5,MID,Crystal Palace,Jesurun Rak-Sakyi,0
214,12,0.35,0.49,95,34,5.0,4.6,MID,Crystal Palace,Jeffrey Schlupp,0
215,1,0.03,0.17,1,34,4.5,4.3,DEF,Crystal Palace,Joel Ward,0
216,39,1.15,1.37,1254,34,5.0,4.7,MID,Crystal Palace,Adam Wharton,3
217,85,2.5,2.63,2425,34,5.5,5.1,MID,Everton,Abdoulaye Doucouré,0
218,69,2.03,2.93,1178,34,5.0,4.8,FWD,Everton,Norberto Bercique Gomes Betuncal,6
219,79,2.32,2.42,2256,34,5.0,4.8,DEF,Everton,Jarrad Branthwaite,1
220,59,1.74,2.37,1571,34,6.0,5.4,FWD,Everton,Dominic Calvert-Lewin,1
221,3,0.09,0.29,196,34,4.5,4.3,DEF,Everton,Séamus Coleman,0
222,80,2.35,1.84,2704,34,5.0,4.8,MID,Everton,Idrissa Gueye,2
223,34,1.0,1.33,1230,34,5.0,4.9,MID,Everton,James Garner,2
224,74,2.18,1.93,1881,34,5.5,5.2,MID,Everton,Jack Harrison,1
225,1,0.03,0.17,5,34,4.0,4.0,DEF,Everton,Mason Holgate,0
226,20,0.59,0.89,555,34,4.5,4.3,MID,Everton,Tim Iroegbunam,1
227,0,0.0,0.0,0,34,4.0,3.9,GK,Everton,João Neves Virgínia,0
228,32,0.94,2.74,850,34,4.0,3.8,DEF,Everton,Michael Keane,0
229,0,0.0,0.0,0,34,5.0,4.9,FWD,Everton,Neal Maupay,0
230,72,2.12,3.59,1182,34,5.5,5.1,MID,Everton,Dwight McNeil,10
231,96,2.82,2.82,2722,34,4.5,4.3,DEF,Everton,Vitalii Mykolenko,0
232,96,2.82,2.94,2158,34,5.5,5.2,FWD,Everton,Iliman Ndiaye,2
233,55,1.62,2.36,1345,34,5.0,4.8,MID,Aston Villa,Amadou Onana,1
234,11,0.32,0.59,261,34,4.5,4.4,DEF,Everton,Nathan Patterson,3
235,136,4.0,3.49,3060,34,5.0,5.1,GK,Everton,Jordan Pickford,2
236,105,3.09,2.96,2922,34,5.0,4.9,DEF,Everton,James Tarkowski,0
237,2,0.06,0.24,41,34,5.0,4.9,FWD,Everton,Youssef Ramalho Chermiti,1
238,83,2.44,3.44,1604,34,4.5,4.3,DEF,Everton,Ashley Young,1
239,83,2.44,2.13,1554,34,5.0,4.5,MID,Fulham,Adama Traoré,0
240,77,2.26,2.11,1871,34,5.5,4.9,MID,Fulham,Andreas Hoelgebaum Pereira,0
241,72,2.12,2.16,2804,34,4.5,4.5,DEF,Fulham,Calvin Bassey,1
242,0,0.0,0.0,0,34,4.0,3.9,GK,Fulham,Steven Benda,0
243,24,0.71,0.8,477,34,5.0,4.8,MID,Fulham,Tom Cairney,0
244,45,1.32,1.8,1619,34,4.5,4.2,DEF,Fulham,Timothy Castagne,1
245,31,0.91,1.31,1334,34,4.5,4.3,DEF,Fulham,Issa Diop,0
246,0,0.0,0.0,0,34,4.5,4.5,MID,Fulham,Luke Harris,0
247,149,4.38,3.94,2722,34,5.5,5.6,MID,Fulham,Alex Iwobi,2
248,103,3.03,2.54,3060,34,5.0,5.0,GK,Fulham,Bernd Leno,2
249,50,1.47,1.24,2083,34,5.0,4.8,MID,Fulham,Saša Lukić,2
250,0,0.0,0.0,0,34,4.0,4.0,DEF,Fulham,Kevin Mbabu,0
251,86,2.53,2.68,943,34,6.0,5.5,FWD,Fulham,Rodrigo Muniz Carvalho,0
252,125,3.68,3.31,2126,34,5.5,5.3,FWD,Fulham,Raúl Jiménez,2
253,0,0.0,0.0,0,34,4.5,4.5,DEF,Fulham,Tim Ream,0
254,9,0.26,0.45,85,34,5.0,4.7,MID,Fulham,Harrison Reed,1
255,102,3.0,2.58,2898,34,4.5,4.8,DEF,Fulham,Antonee Robinson,2
256,1,0.03,0.17,1,34,5.0,5.0,FWD,Fulham,Jay Stansfield,0
257,46,1.35,1.79,1437,34,4.5,4.4,DEF,Fulham,Kenny Tete,1
258,3,0.09,0.29,13,34,5.0,5.0,FWD,Fulham,Carlos Vinícius Alves Morais,0
259,66,1.94,2.99,925,34,5.5,5.2,MID,Fulham,Harry Wilson,2
260,8,0.24,0.43,125,34,5.0,4.7,FWD,Ipswich,Ali Al-Hamadi,0
261,0,0.0,0.0,0,34,4.0,4.0,DEF,Ipswich,Elkan Baggott,0
262,28,0.82,1.38,594,34,5.0,4.9,MID,Ipswich,Nathan Broadhead,0
263,20,0.59,1.02,1360,34,4.0,3.8,DEF,Ipswich,Cameron Burgess,4
264,30,0.88,1.15,922,34,5.0,4.7,MID,Ipswich,Wes Burns,0
265,36,1.06,1.63,634,34,5.5,5.1,MID,Ipswich,Conor Chaplin,1
266,1,0.03,1.0,377,34,4.0,4.0,DEF,Ipswich,Harry Clarke,0
267,50,1.47,2.45,2562,34,4.5,4.2,DEF,Ipswich,Leif Davis,0
268,128,3.76,3.59,2420,34,5.5,5.6,FWD,Ipswich,Liam Delap,1
269,1,0.03,0.17,1,34,4.0,4.0,DEF,Ipswich,George Edmundson,0
270,32,0.94,1.72,1845,34,4.0,3.8,DEF,Ipswich,Jacob Greaves,1
271,2,0.06,0.24,43,34,5.0,4.9,MID,Ipswich,Marcus Myers-Harness,0
272,37,1.09,1.99,455,34,5.5,5.4,FWD,Ipswich,George Hirst,5
273,0,0.0,0.0,0,34,4.5,4.5,MID,Ipswich,Cameron Humphreys,0
274,77,2.26,2.45,2225,34,5.5,5.2,MID,Ipswich,Omari Giraud-Hutchinson,5
275,29,0.85,2.23,1341,34,4.0,3.8,DEF,Ipswich,Ben Johnson,0
276,0,0.0,0.0,0,34,4.5,4.5,FWD,Ipswich,Freddie Ladapo,0
277,11,0.32,0.59,191,34,4.5,4.3,MID,Ipswich,Massimo Luongo,0
278,60,1.76,1.91,2418,34,5.0,4.8,MID,Ipswich,Sam Morsy,1
279,0,0.0,0.0,0,34,4.0,4.0,DEF,Ipswich,Corrie Ndaba,0
280,0,0.0,0.0,0,34,4.0,3.9,GK,Ipswich,Cieran Slicker,0
281,33,0.97,1.03,665,34,5.0,4.8,MID,Ipswich,Jack Taylor,2
282,22,0.65,1.43,1445,34,4.0,3.9,DEF,Ipswich,Axel Tuanzebe,1
283,14,0.41,1.6,540,34,4.5,4.3,GK,Ipswich,Christian Walton,0
284,17,0.5,1.16,1097,34,4.0,3.9,DEF,Ipswich,Luke Woolfenden,1
285,41,1.21,0.84,1949,34,4.5,4.4,MID,Leicester,Boubakary Soumaré,1
286,0,0.0,0.0,0,34,4.5,4.5,FWD,Leicester,Tom Cannon,0
287,4,0.12,0.33,129,34,4.5,4.4,MID,Leicester,Hamza Choudhury,0
288,17,0.5,0.66,1352,34,4.0,4.0,DEF,Leicester,Conor Coady,8
289,30,0.88,1.27,631,34,5.0,4.8,FWD,Leicester,Patson Daka,1
290,48,1.41,2.2,734,34,5.5,5.2,MID,Leicester,Bobby De Cordova-Reid,0
291,39,1.15,1.52,2452,34,4.0,3.8,DEF,Leicester,Wout Faes,7
292,0,0.0,0.0,0,34,4.5,4.4,MID,Leicester,Michael Golding,1
293,63,1.85,2.03,2385,34,4.5,4.4,GK,Leicester,Mads Hermansen,0
294,0,0.0,0.0,0,34,4.0,3.9,GK,Leicester,Daniel Iversen,0
295,50,1.47,2.53,2579,34,4.5,4.1,DEF,Leicester,James Justin,7
296,32,0.94,1.39,2380,34,4.5,4.4,DEF,Leicester,Victor Kristiansen,0
297,0,0.0,0.0,0,34,4.5,4.5,MID,Leicester,Wanya Marçal-Madivádua,0
298,72,2.12,2.5,1606,34,5.5,5.0,MID,Leicester,Stephy Mavididi,0
299,21,0.62,1.18,523,34,5.0,4.7,MID,Leicester,Kasey McAteer,3
300,53,1.56,1.56,2058,34,5.0,4.9,MID,Leicester,Wilfred Ndidi,3
301,26,0.76,1.56,1121,34,4.0,4.0,DEF,Leicester,Caleb Okoli,0
302,9,0.26,0.57,338,34,4.5,4.1,DEF,Leicester,Ricardo Barbosa Pereira,0
303,0,0.0,0.0,0,34,4.0,4.0,DEF,Leicester,Harry Souttar,0
304,10,0.29,0.68,540,34,4.0,4.0,GK,Leicester,Jakub Stolarczyk,6
