element,total_points,avg_points,std_points,total_minutes,games_played,start_price,end_price,position,team,name,next_week_points
294,0,0.0,0.0,0,7,4.0,4.0,GK,Leicester,Daniel Iversen,0
295,29,4.14,4.74,630,7,4.5,4.5,DEF,Leicester,James Justin,1
296,12,1.71,2.06,624,7,4.5,4.5,DEF,Leicester,Victor Kristiansen,0
297,0,0.0,0.0,0,7,4.5,4.5,MID,Leicester,Wanya Marçal-Madivádua,0
298,25,3.57,3.55,384,7,5.5,5.3,MID,Leicester,Stephy Mavididi,2
299,3,0.43,0.53,10,7,5.0,4.8,MID,Leicester,Kasey McAteer,0
300,23,3.29,2.36,613,7,5.0,5.0,MID,Leicester,Wilfred Ndidi,2
301,11,1.57,2.51,450,7,4.0,4.0,DEF,Leicester,Caleb Okoli,1
302,0,0.0,0.0,0,7,4.5,4.3,DEF,Leicester,Ricardo Barbosa Pereira,0
303,0,0.0,0.0,0,7,4.0,4.0,DEF,Leicester,Harry Souttar,0
304,0,0.0,0.0,0,7,4.0,4.0,GK,Leicester,Jakub Stolarczyk,0
305,0,0.0,0.0,0,7,4.0,4.0,DEF,Leicester,Luke Thomas,0
306,24,3.43,3.15,573,7,5.5,5.7,FWD,Leicester,Jamie Vardy,6
307,2,0.29,0.76,180,7,4.0,4.0,DEF,Leicester,Jannik Vestergaard,0
308,0,0.0,0.0,0,7,4.0,4.0,GK,Leicester,Danny Ward,0
309,11,1.57,0.79,540,7,4.5,4.5,MID,Leicester,Harry Winks,3
310,35,5.0,3.7,528,7,5.5,5.5,GK,Liverpool,Alisson Ramses Becker,0
311,41,5.86,3.72,582,7,7.0,7.1,DEF,Liverpool,Trent Alexander-Arnold,2
312,0,0.0,0.0,0,7,4.5,4.5,MID,Liverpool,Stefan Bajčetić Maquieira,0
313,4,0.57,0.53,75,7,5.0,4.7,DEF,Liverpool,Conor Bradley,0
314,18,2.57,2.37,239,7,5.0,4.8,MID,Brentford,Fábio Freitas Gouveia Carvalho,1
315,0,0.0,0.0,0,7,4.5,4.5,MID,Liverpool,Bobby Clark,0
316,9,1.29,2.14,133,7,7.5,7.2,FWD,Liverpool,Darwin Núñez Ribeiro,1
317,34,4.86,3.48,463,7,7.5,7.4,MID,Liverpool,Diogo Teixeira da Silva,1
318,0,0.0,0.0,0,7,4.5,4.5,MID,Liverpool,Ben Doak,0
319,1,0.14,0.38,7,7,5.5,5.2,MID,Liverpool,Harvey Elliott,0
320,2,0.29,0.49,2,7,5.0,4.8,MID,Liverpool,Endo Wataru,0
321,9,1.29,1.25,207,7,7.5,7.1,FWD,Liverpool,Cody Gakpo,2
322,1,0.14,0.38,1,7,5.0,4.8,DEF,Liverpool,Joe Gomez,1
323,18,2.57,0.79,630,7,5.0,5.0,MID,Liverpool,Ryan Gravenberch,2
324,6,0.86,1.07,149,7,5.5,5.3,MID,Liverpool,Curtis Jones,13
325,9,1.29,3.4,90,7,4.5,4.4,GK,Liverpool,Caoimhin Kelleher,2
326,37,5.29,2.69,569,7,5.0,5.2,DEF,Liverpool,Ibrahima Konaté,1
327,54,7.71,6.87,446,7,7.5,8.1,MID,Liverpool,Luis Díaz,1
328,62,8.86,5.55,604,7,12.5,12.7,MID,Liverpool,Mohamed Salah,12
329,15,2.14,1.21,554,7,6.5,6.3,MID,Liverpool,Alexis Mac Allister,0
330,0,0.0,0.0,0,7,4.5,4.5,MID,Liverpool,James McConnell,0
331,0,0.0,0.0,0,7,4.5,4.5,MID,Liverpool,Tyler Morton,0
332,0,0.0,0.0,0,7,4.0,4.0,DEF,Liverpool,Nathaniel Phillips,0
333,1,0.14,0.38,45,7,4.5,4.1,DEF,Liverpool,Jarell Quansah,0
334,0,0.0,0.0,0,7,4.0,4.0,DEF,Liverpool,Rhys Williams,0
335,28,4.0,2.52,513,7,6.0,6.0,DEF,Liverpool,Andrew Robertson,2
336,22,3.14,2.41,537,7,6.5,6.5,MID,Liverpool,Dominik Szoboszlai,1
337,9,1.29,2.14,111,7,5.0,4.7,DEF,Liverpool,Konstantinos Tsimikas,0
338,6,0.86,0.69,375,7,4.0,4.0,DEF,Liverpool,Sepp van den Berg,1
339,36,5.14,2.34,630,7,6.0,6.0,DEF,Liverpool,Virgil van Dijk,2
340,16,2.29,1.7,601,7,5.5,5.5,DEF,Man City,Manuel Akanji,0
341,1,0.14,0.38,2,7,5.5,5.3,DEF,Man City,Nathan Aké,0
342,25,3.57,2.64,546,7,6.5,6.5,MID,Man City,Bernardo Veiga de Carvalho e Silva,2
343,0,0.0,0.0,0,7,5.0,4.8,MID,Man City,Oscar Bobb,0
344,0,0.0,0.0,0,7,4.0,4.0,GK,Man City,Scott Carson,0
345,18,2.57,4.31,356,7,9.5,9.4,MID,Man City,Kevin De Bruyne,0
346,16,2.29,1.89,333,7,6.5,6.4,MID,Man City,Jérémy Doku,5
347,21,3.0,3.21,630,7,5.5,5.5,GK,Man City,Ederson Santana de Moraes,2
348,5,0.71,0.76,166,7,9.5,9.2,MID,Man City,Phil Foden,4
349,14,2.0,2.38,326,7,6.5,6.4,MID,Man City,Jack Grealish,1
350,23,3.29,3.3,582,7,6.0,5.9,DEF,Man City,Joško Gvardiol,10
351,67,9.57,6.37,629,7,15.0,15.4,FWD,Man City,Erling Haaland,2
352,0,0.0,0.0,0,7,7.0,7.0,FWD,Man City,Julián Álvarez,0
353,0,0.0,0.0,0,7,5.5,5.3,DEF,Man City,João Cavaco Cancelo,0
354,36,5.14,5.81,523,7,5.5,5.5,MID,Man City,Mateo Kovačić,2
355,21,3.0,2.38,485,7,4.5,4.7,DEF,Man City,Rico Lewis,2
356,7,1.0,1.41,21,7,5.0,4.9,MID,Man City,Matheus Luiz Nunes,1
357,1,0.14,0.38,1,7,5.0,4.8,MID,Man City,James McAtee,0
358,0,0.0,0.0,0,7,5.5,5.3,GK,Man City,Stefan Ortega Moreno,0
359,8,1.14,1.07,300,7,5.0,4.9,MID,Ipswich,Kalvin Phillips,2
360,2,0.29,0.49,65,7,6.5,6.3,MID,Man City,Rodrigo 'Rodri' Hernandez,0
361,10,1.43,2.07,546,7,5.5,5.5,DEF,Man City,Rúben Gato Alves Dias,2
362,10,1.43,2.51,147,7,5.5,5.3,DEF,Man City,John Stones,9
363,7,1.0,0.82,287,7,5.5,5.3,DEF,Man City,Kyle Walker,0
364,20,2.86,2.41,340,7,5.0,5.0,MID,Man Utd,Amad Diallo,0
365,2,0.29,0.49,27,7,6.0,5.8,MID,Man Utd,Antony Matheus dos Santos,0
366,16,2.29,2.14,569,7,8.5,8.2,MID,Man Utd,Bruno Borges Fernandes,5
367,0,0.0,0.0,0,7,4.5,4.4,GK,Man Utd,Altay Bayindir,0
368,9,1.29,0.95,278,7,5.0,4.8,MID,Man Utd,Carlos Henrique Casimiro,2
369,35,5.0,4.36,630,7,5.0,5.1,DEF,Man Utd,Diogo Dalot Teixeira,1
370,9,1.29,1.11,259,7,5.5,5.4,MID,Man Utd,Christian Eriksen,2
371,11,1.57,3.31,112,7,4.5,4.4,DEF,Man Utd,Jonny Evans,1
372,20,2.86,1.68,409,7,6.5,6.3,MID,Man Utd,Alejandro Garnacho,10
373,0,0.0,0.0,0,7,4.5,4.5,MID,Man Utd,Hannibal Mejbri,0
374,0,0.0,0.0,0,7,4.0,4.0,GK,Man Utd,Tom Heaton,0
375,4,0.57,0.79,94,7,7.0,6.9,FWD,Man Utd,Rasmus Højlund,8
376,0,0.0,0.0,45,7,4.5,4.3,DEF,Man Utd,Victor Lindelöf,1
377,8,1.14,1.86,240,7,5.0,4.9,DEF,Man Utd,Harry Maguire,0
378,13,1.86,0.9,571,7,5.5,5.3,MID,Man Utd,Kobbie Mainoo,0
379,0,0.0,0.0,0,7,4.5,4.4,DEF,Man Utd,Tyrell Malacia,0
380,19,2.71,3.15,526,7,4.5,4.5,DEF,Man Utd,Lisandro Martínez,2
381,2,0.29,0.49,17,7,5.0,4.9,MID,Man Utd,Scott McTominay,0
382,3,0.43,0.79,144,7,6.5,6.3,MID,Man Utd,Mason Mount,0
383,39,5.57,4.39,630,7,5.0,5.0,GK,Man Utd,André Onana,2
384,0,0.0,0.0,0,7,5.0,5.0,MID,Man Utd,Facundo Pellistri Rebollo,0
385,20,2.86,2.34,480,7,7.0,6.9,MID,Man Utd,Marcus Rashford,6
386,18,2.57,3.26,260,7,6.5,6.4,MID,Man Utd,Jadon Sancho,1
387,0,0.0,0.0,0,7,5.0,4.9,DEF,Man Utd,Luke Shaw,0
388,9,1.29,0.76,478,7,4.5,4.5,DEF,West Ham,Aaron Wan-Bissaka,0
389,16,2.29,2.56,380,7,7.0,6.8,FWD,Man Utd,Joshua Zirkzee,1
390,0,0.0,0.0,0,7,4.0,4.0,DEF,Newcastle,Alex Murphy,0
391,3,0.43,0.53,30,7,6.0,5.6,MID,Newcastle,Miguel Almirón Rejala,1
392,38,5.43,3.6,384,7,6.5,6.5,MID,Newcastle,Harvey Barnes,1
393,0,0.0,0.0,0,7,4.5,4.4,DEF,Newcastle,Sven Botman,0
394,19,2.71,2.06,626,7,6.5,6.3,MID,Newcastle,Bruno Guimarães Rodriguez Moura,2
395,18,2.57,2.88,630,7,4.5,4.4,DEF,Newcastle,Dan Burn,1
396,0,0.0,0.0,0,7,4.5,4.3,GK,Newcastle,Martin Dúbravka,0
397,3,0.43,0.53,129,7,5.0,4.9,MID,Newcastle,Ryan Fraser,-2
398,29,4.14,3.72,599,7,7.5,7.3,MID,Newcastle,Anthony Gordon,2
399,17,2.43,1.81,427,7,4.5,4.3,DEF,Newcastle,Lewis Hall,1
400,0,0.0,0.0,0,7,4.5,4.5,MID,Newcastle,Isaac Hayden,0
401,19,2.71,3.25,405,7,8.5,8.3,FWD,Newcastle,Alexander Isak,2
402,16,2.29,1.38,408,7,5.5,5.2,MID,Newcastle,Jacob Murphy,2
403,19,2.71,3.77,568,7,6.0,6.0,MID,Newcastle,Joelinton Cássio Apolinário de Lira,2
404,8,1.14,1.46,203,7,4.5,4.4,DEF,Newcastle,Lloyd Kelly,0
405,10,1.43,2.23,240,7,4.5,4.5,DEF,Newcastle,Emil Krafth,0
406,0,0.0,0.0,0,7,4.5,4.5,MID,Newcastle,Garang Kuol,0
407,0,0.0,0.0,0,7,4.5,4.5,DEF,Newcastle,Jamaal Lascelles,0
408,0,0.0,0.0,0,7,4.0,4.0,DEF,Newcastle,Jamal Lewis,0
409,15,2.14,2.19,347,7,4.5,4.5,DEF,Newcastle,Tino Livramento,2
410,9,1.29,0.95,302,7,5.0,4.8,MID,Newcastle,Sean Longstaff,1
411,0,0.0,0.0,0,7,5.0,5.0,MID,Newcastle,Lewis Miley,0
412,0,0.0,0.0,0,7,4.5,4.4,GK,Newcastle,Odysseas Vlachodimos,0
413,31,4.43,2.3,630,7,5.0,5.0,GK,Newcastle,Nick Pope,3
414,0,0.0,0.0,0,7,4.0,4.0,GK,Newcastle,John Ruddy,0
415,13,1.86,3.44,387,7,5.5,5.4,DEF,Newcastle,Fabian Schär,2
416,0,0.0,0.0,0,7,4.0,4.0,DEF,Newcastle,Matt Targett,0
417,7,1.0,1.0,230,7,5.5,5.5,MID,Newcastle,Sandro Tonali,2
418,13,1.86,2.79,278,7,6.0,5.7,DEF,Newcastle,Kieran Trippier,0
419,0,0.0,0.0,0,7,4.5,4.5,MID,Newcastle,Joe White,0
420,8,1.14,1.35,144,7,5.0,4.8,MID,Newcastle,Joe Willock,1
421,0,0.0,0.0,0,7,7.0,6.9,FWD,Newcastle,Callum Wilson,0
422,24,3.43,3.55,593,7,4.5,4.5,DEF,Nott'm Forest,Ola Aina,6
423,17,2.43,1.81,421,7,5.0,5.0,MID,Nott'm Forest,Elliot Anderson,2
424,4,0.57,0.53,79,7,6.0,5.7,FWD,Nott'm Forest,Taiwo Awoniyi,1
425,3,0.43,0.79,91,7,4.5,4.3,DEF,Nott'm Forest,Willy Boly,0
426,0,0.0,0.0,0,7,4.5,4.5,MID,Nott'm Forest,Josh Bowler,0
427,0,0.0,0.0,0,7,4.5,4.3,GK,Nott'm Forest,Carlos Miguel dos Santos Pereira,0
428,0,0.0,0.0,0,7,4.5,4.5,MID,Nott'm Forest,Eric da Silva Moreira,0
429,1,0.14,0.38,14,7,5.0,4.8,MID,Nott'm Forest,Danilo dos Santos de Oliveira,0
430,0,0.0,0.0,0,7,5.0,4.9,FWD,Nott'm Forest,Emmanuel Dennis,0
431,4,0.57,0.53,174,7,5.0,4.8,MID,Nott'm Forest,Nicolás Domínguez,2
432,12,1.71,0.95,360,7,5.5,5.3,MID,Nott'm Forest,Anthony Elanga,3
433,17,2.43,3.6,507,7,6.5,6.3,MID,Nott'm Forest,Morgan Gibbs-White,0
434,22,3.14,1.95,480,7,5.5,5.4,MID,Nott'm Forest,Callum Hudson-Odoi,3
435,0,0.0,0.0,0,7,4.5,4.5,MID,Nott'm Forest,Alex Mighten,0
436,21,3.0,2.45,630,7,4.5,4.5,DEF,Nott'm Forest,Murillo Santiago Costa dos Santos,8
437,11,1.57,2.07,339,7,4.5,4.5,DEF,Nott'm Forest,Neco Williams,1
438,0,0.0,0.0,0,7,4.5,4.5,DEF,Nott'm Forest,Omar Richards,0
439,0,0.0,0.0,0,7,5.0,5.0,MID,Nott'm Forest,Lewis O'Brien,0
440,0,0.0,0.0,0,7,4.5,4.3,DEF,Nott'm Forest,Andrew Omobamidele,0
441,0,0.0,0.0,0,7,4.0,4.0,DEF,Nott'm Forest,Jonathan Panzo,0
442,4,0.57,0.98,212,7,4.5,4.4,MID,Nott'm Forest,Ibrahim Sangaré,0
443,26,3.71,2.81,630,7,4.5,4.5,GK,Nott'm Forest,Matz Sels,11
444,1,0.14,0.38,36,7,4.5,4.4,DEF,Nott'm Forest,Harry Toffolo,0
445,0,0.0,0.0,0,7,4.0,4.0,GK,Nott'm Forest,Matt Turner,0
446,0,0.0,0.0,0,7,4.5,4.5,FWD,Nott'm Forest,Hwang Ui-jo,0
447,39,5.57,3.69,557,7,6.0,6.2,FWD,Nott'm Forest,Chris Wood,7
448,0,0.0,0.0,0,7,4.5,4.5,DEF,Nott'm Forest,Joe Worrall,0
449,15,2.14,2.19,446,7,5.0,4.9,MID,Nott'm Forest,Ryan Yates,3
450,1,0.14,0.38,9,7,5.0,4.9,MID,Southampton,Carlos Alcaraz Durán,0
451,1,0.14,0.38,9,7,4.5,4.5,MID,Southampton,Samuel Amo-Ameyaw,0
452,10,1.43,0.79,361,7,5.0,4.9,MID,Southampton,Joe Aribo,9
453,6,0.86,0.69,229,7,5.5,5.3,FWD,Southampton,Adam Armstrong,0
454,0,0.0,0.0,0,7,4.5,4.4,GK,Southampton,Gavin Bazunu,0
455,8,1.14,0.69,620,7,4.0,4.0,DEF,Southampton,Jan Bednarek,1
456,0,0.0,0.0,0,7,4.0,4.0,DEF,Southampton,Armel Bella-Kotchap,0
457,0,0.0,0.0,0,7,4.0,4.0,DEF,Southampton,James Bree,0
458,0,0.0,0.0,0,7,4.5,4.5,MID,Southampton,Shea Charles,0
459,1,0.14,0.38,64,7,5.0,4.9,MID,Southampton,Samuel Edozie,0
460,0,0.0,0.0,0,7,4.0,4.0,DEF,Southampton,Ronnie Edwards,0
461,14,2.0,2.31,499,7,4.0,4.0,DEF,Southampton,Taylor Harwood-Bellis,0
462,0,0.0,0.0,0,7,5.0,5.0,MID,Southampton,Kamaldeen Sulemana,1
463,9,1.29,1.89,113,7,5.0,5.0,MID,Southampton,Adam Lallana,0
464,0,0.0,0.0,0,7,4.0,4.0,DEF,Southampton,Juan Larios López,0
465,0,0.0,0.0,0,7,4.0,4.0,GK,Southampton,Mateusz Lis,0
466,0,0.0,0.0,0,7,4.0,4.0,GK,Southampton,Joe Lumley,0
467,1,0.14,0.38,73,7,4.5,4.3,DEF,Southampton,Ryan Manning,3
468,0,0.0,0.0,0,7,5.0,5.0,FWD,Southampton,Sékou Mara,0
469,6,0.86,1.57,180,7,4.5,4.4,GK,Southampton,Alex McCarthy,0
470,1,0.14,0.38,16,7,5.0,4.9,FWD,Southampton,Paul Onuachu,1
471,5,0.71,0.95,218,7,5.0,5.0,MID,Southampton,Will Smallbone,1
472,2,0.29,1.25,348,7,4.0,4.0,DEF,Southampton,Jack Stephens,0
473,3,0.43,0.53,130,7,4.5,4.6,FWD,Southampton,Ross Stewart,0
474,14,2.0,2.31,565,7,4.5,4.5,DEF,Southampton,Sugawara Yukinari,5
475,4,0.57,0.53,195,7,4.0,4.0,DEF,Southampton,Charlie Taylor,1
476,6,0.86,0.9,440,7,4.5,4.4,DEF,Southampton,Kyle Walker-Peters,4
477,0,0.0,0.0,0,7,4.0,4.0,DEF,Southampton,Nathan Wood-Gordon,0
478,0,0.0,0.0,0,7,4.0,4.0,DEF,Spurs,Ashley Phillips,0
479,0,0.0,0.0,0,7,4.0,4.0,GK,Spurs,Brandon Austin,0
480,9,1.29,1.11,382,7,5.0,5.0,MID,Spurs,Rodrigo Bentancur,1
481,5,0.71,0.49,46,7,4.5,4.5,MID,Spurs,Lucas Bergvall,0
482,11,1.57,3.31,190,7,5.0,4.9,MID,Spurs,Yves Bissouma,10
483,0,0.0,0.0,0,7,5.0,5.0,MID,Spurs,Bryan Gil Salvatierra,0
484,0,0.0,0.0,0,7,4.5,4.4,DEF,Spurs,Ben Davies,0
485,0,0.0,0.0,0,7,4.5,4.5,MID,Spurs,Alfie Devine,0
486,2,0.29,0.49,99,7,4.5,4.3,DEF,Spurs,Radu Drăgușin,0
487,0,0.0,0.0,0,7,4.5,4.5,DEF,Spurs,Emerson Leite de Souza Junior,0
488,0,0.0,0.0,0,7,4.5,4.4,GK,Spurs,Fraser Forster,0
489,3,0.43,0.53,32,7,5.0,4.8,MID,Spurs,Archie Gray,1
490,0,0.0,0.0,0,7,5.0,5.0,MID,Spurs,Pierre-Emile Højbjerg,0
491,36,5.14,3.34,513,7,6.5,6.5,MID,Spurs,Brennan Johnson,2
492,24,3.43,3.78,527,7,6.5,6.2,MID,Spurs,Dejan Kulusevski,9
493,0,0.0,0.0,0,7,5.0,4.9,MID,Spurs,Giovani Lo Celso,0
494,39,5.57,4.12,563,7,7.5,7.5,MID,Spurs,James Maddison,4
495,26,3.71,3.04,627,7,5.5,5.5,DEF,Spurs,Pedro Porro,2
496,0,0.0,0.0,0,7,4.5,4.3,DEF,Spurs,Sergio Reguilón,0
497,2,0.29,0.49,25,7,7.0,6.8,FWD,Spurs,Richarlison de Andrade,1
498,28,4.0,4.73,630,7,5.0,5.1,DEF,Spurs,Cristian Romero,2
499,10,1.43,1.27,211,7,5.0,4.9,MID,Spurs,Pape Matar Sarr,4
500,0,0.0,0.0,0,7,4.5,4.5,FWD,Spurs,Dane Scarlett,0
501,8,1.14,1.07,356,7,5.0,4.9,MID,Spurs,Oliver Skipp,1
502,0,0.0,0.0,0,7,5.5,5.4,MID,Spurs,Manor Solomon,0
503,33,4.71,6.02,450,7,10.0,9.9,MID,Spurs,Son Heung-min,8
504,2,0.29,0.49,63,7,4.5,4.4,DEF,Spurs,Djed Spence,0
505,13,1.86,1.95,567,7,5.0,5.0,DEF,Spurs,Destiny Udogie,5
506,25,3.57,4.47,530,7,4.5,4.6,DEF,Spurs,Micky van de Ven,1
507,0,0.0,0.0,0,7,5.0,5.0,FWD,Spurs,Alejo Véliz,0
508,21,3.0,2.16,630,7,5.0,5.0,GK,Spurs,Guglielmo Vicario,2
509,11,1.57,1.81,192,7,6.5,6.2,MID,Spurs,Timo Werner,1
510,0,0.0,0.0,0,7,4.0,4.0,GK,Spurs,Alfie Whiteman,0
511,5,0.71,0.76,242,7,5.0,5.0,MID,West Ham,Edson Álvarez Velázquez,1
512,30,4.29,6.24,427,7,5.5,5.4,FWD,West Ham,Michail Antonio,2
513,16,2.29,1.8,585,7,4.5,4.5,GK,West Ham,Alphonse Areola,-1
514,36,5.14,3.76,607,7,7.5,7.4,MID,West Ham,Jarrod Bowen,2
515,1,0.14,0.38,71,7,5.0,4.9,MID,West Ham,Maxwel Cornet,0
516,9,1.29,2.14,198,7,4.5,4.4,DEF,West Ham,Vladimír Coufal,0
517,3,0.43,0.53,25,7,4.0,4.0,DEF,West Ham,Aaron Cresswell,0
518,11,1.57,0.53,630,7,5.0,4.9,MID,Southampton,Flynn Downes,2
519,0,0.0,0.0,0,7,4.5,4.5,MID,West Ham,George Earthy,0
520,11,1.57,2.07,503,7,4.5,4.4,DEF,West Ham,Emerson Palmieri dos Santos,0
521,1,0.14,0.38,45,7,4.0,4.0,GK,West Ham,Łukasz Fabiański,0
522,0,0.0,0.0,0,7,4.5,4.4,GK,West Ham,Wes Foderingham,0
523,10,1.43,2.94,28,7,5.0,5.0,FWD,West Ham,Danny Ings,0
524,18,2.57,4.24,630,7,4.5,4.5,DEF,West Ham,Max Kilman,0
525,19,2.71,1.98,577,7,6.5,6.3,MID,West Ham,Mohammed Kudus,4
526,1,0.14,0.38,4,7,5.0,4.8,MID,West Ham,Luis Guilherme Lira dos Santos,0
527,24,3.43,2.57,526,7,6.0,5.9,MID,West Ham,Lucas Tolentino Coelho de Lima,1
528,14,2.0,2.71,495,7,4.5,4.5,DEF,West Ham,Konstantinos Mavropanos,1
529,0,0.0,0.0,0,7,4.5,4.4,DEF,West Ham,Nayef Aguerd,0
530,27,3.86,3.89,457,7,5.0,5.0,MID,West Ham,Tomáš Souček,1
531,6,0.86,1.35,302,7,6.5,6.2,MID,West Ham,James Ward-Prowse,0
532,0,0.0,0.0,0,7,4.5,4.4,DEF,West Ham,Kurt Zouma,0
533,22,3.14,4.06,564,7,4.5,4.4,DEF,Wolves,Rayan Aït-Nouri,1
534,0,0.0,0.0,0,7,5.0,4.9,MID,Wolves,Boubacar Traoré,0
535,20,2.86,1.77,402,7,5.0,5.0,MID,Wolves,Jean-Ricner Bellegarde,1
536,0,0.0,0.0,0,7,4.0,4.0,GK,Wolves,Daniel Bentley,0
537,1,0.14,0.38,6,7,4.5,4.5,MID,Wolves,Francisco Jorge Tomás Oliveira,0
538,0,0.0,0.0,0,7,4.5,4.5,MID,Wolves,Tawanda Chirewa,0
539,0,0.0,0.0,0,7,4.5,4.5,FWD,Wolves,Leon Chiwome,0
540,0,0.0,0.0,0,7,4.5,4.5,MID,Wolves,Luke Cundle,0
541,30,4.29,3.3,550,7,6.5,6.5,FWD,Wolves,Matheus Santos Carneiro Da Cunha,2
542,5,0.71,0.95,389,7,4.5,4.4,DEF,Wolves,Craig Dawson,1
543,2,0.29,0.76,208,7,4.5,4.4,DEF,Wolves,Matt Doherty,0
544,5,0.71,0.49,65,7,5.0,4.9,MID,Wolves,Tommy Doyle,1
545,0,0.0,0.0,0,7,5.0,5.0,FWD,Wolves,Fábio Silva,0
546,0,0.0,0.0,0,7,4.5,4.5,FWD,Wolves,Nathan Fraser,0
547,0,0.0,0.0,0,7,4.5,4.5,MID,Wolves,Enso González,0
548,4,0.57,0.53,66,7,5.5,5.3,MID,Wolves,Gonçalo Manuel Ganchinho Guedes,1
549,0,0.0,0.0,0,7,4.5,4.5,DEF,Wolves,Hugo Bueno López,0
550,7,1.0,0.58,252,7,6.5,6.2,MID,Wolves,Hwang Hee-chan,0
551,0,0.0,0.0,0,7,4.5,4.5,MID,Wolves,Joe Hodge,0
552,0,0.0,0.0,0,7,4.0,4.0,DEF,Wolves,Ki-Jana Hoever,0
553,10,1.43,0.79,569,7,5.0,4.9,MID,Wolves,João Victor Gomes da Silva,1
554,1,0.14,0.9,180,7,4.5,4.4,GK,Wolves,José Malheiro de Sá,2
555,0,0.0,0.0,0,7,5.0,4.9,FWD,Wolves,Saša Kalajdžić,0
556,0,0.0,0.0,0,7,4.0,4.0,GK,Wolves,Tom King,0
557,24,3.43,3.15,629,7,5.0,5.0,MID,Wolves,Mario Lemina,2
558,3,0.43,1.27,441,7,4.0,4.0,DEF,Wolves,Yerson Mosquera,0
559,6,0.86,0.9,420,7,4.5,4.5,DEF,Wolves,Nélson Cabral Semedo,3
560,8,1.14,1.35,240,7,6.5,6.2,MID,Chelsea,Pedro Lomba Neto,1
561,0,0.0,0.0,0,7,4.0,4.0,DEF,Wolves,Pedro Cardoso de Lima,0
562,2,0.29,0.49,46,7,5.5,5.5,MID,Wolves,Daniel Castelo Podence,0
563,4,0.57,0.79,115,7,5.5,5.3,MID,Wolves,Rodrigo Martins Gomes,0
564,1,0.14,0.38,84,7,4.5,4.4,DEF,Wolves,Santiago Bueno,1
565,2,0.29,0.49,28,7,5.5,5.2,MID,Wolves,Pablo Sarabia,-1
566,25,3.57,1.99,564,7,5.5,5.5,FWD,Wolves,Jørgen Strand Larsen,9
567,4,0.57,0.79,450,7,4.5,4.3,DEF,Wolves,Toti António Gomes,0
568,19,2.71,3.82,540,7,4.5,4.4,GK,Ipswich,Arijanet Muric,3
569,5,0.71,1.11,133,7,5.5,5.3,MID,Aston Villa,Jaden Philogene,-2
570,16,2.29,2.56,275,7,5.5,5.4,MID,Leicester,Abdul Fatawu,4
571,19,2.71,3.68,291,7,6.5,6.5,MID,Man City,Sávio 'Savinho' Moreira de Oliveira,1
572,0,0.0,0.0,0,7,4.5,4.3,DEF,Man Utd,Leny Yoro,0
573,22,3.14,2.48,540,7,4.5,4.5,DEF,Nott'm Forest,Nikola Milenković,6
574,0,0.0,0.0,0,7,4.0,4.0,DEF,Newcastle,Miodrag Pivaš,0
575,0,0.0,0.0,0,7,4.0,4.0,DEF,Chelsea,Caleb Wiley,0
576,1,0.14,0.38,19,7,5.0,4.9,MID,West Ham,Andy Irving,0
577,6,0.86,1.07,147,7,5.5,5.2,MID,Everton,Jesper Lindstrøm,0
578,13,1.86,3.24,294,7,6.0,5.8,DEF,Arsenal,Riccardo Calafiori,1
579,0,0.0,0.0,0,7,4.5,4.3,DEF,Fulham,Ryan Sessegnon,0
580,3,0.43,0.79,193,7,4.5,4.4,DEF,Bournemouth,Dean Huijsen,0
581,0,0.0,0.0,0,7,4.5,4.3,GK,Chelsea,Filip Jørgensen,0
582,0,0.0,0.0,26,7,5.0,4.7,DEF,Everton,Jake O'Brien,0
583,0,0.0,0.0,0,7,4.0,4.0,DEF,Ipswich,Conor Townsend,0
584,9,1.29,0.76,389,7,5.5,5.2,MID,Southampton,Ben Brereton Díaz,0
585,10,1.43,1.13,218,7,6.0,5.8,MID,Crystal Palace,Ismaïla Sarr,1
586,0,0.0,0.0,0,7,4.5,4.4,DEF,Fulham,Jorge Cuenca Barreno,0
587,6,0.86,0.38,140,7,6.0,5.7,MID,West Ham,Crysencio Summerville,1
588,12,1.71,0.76,529,7,5.0,4.9,MID,West Ham,Guido Rodríguez,2
589,3,0.43,0.53,63,7,7.0,6.7,FWD,West Ham,Niclas Füllkrug,0
590,1,0.14,0.38,7,7,5.0,5.0,FWD,Newcastle,William Osula,1
591,6,0.86,0.9,187,7,4.5,4.4,DEF,West Ham,Jean-Clair Todibo,0
592,6,0.86,0.69,272,7,4.5,4.5,DEF,Bournemouth,Julián Araujo Zúñiga,1
593,25,3.57,5.41,399,7,5.0,5.0,DEF,Man Utd,Matthijs de Ligt,2
594,26,3.71,3.09,558,7,4.5,4.6,DEF,Man Utd,Noussair Mazraoui,1
595,1,0.14,0.38,3,7,5.5,5.4,MID,Brighton,Brajan Gruda,0
596,8,1.14,0.9,113,7,6.0,5.9,MID,Nott'm Forest,João Pedro Ferreira Silva,1
597,0,0.0,0.0,1,7,4.5,4.5,MID,Arsenal,Myles Lewis-Skelly,0
598,2,0.29,0.49,168,7,4.0,4.0,DEF,Aston Villa,Lamare Bogarde,0
599,0,0.0,0.0,0,7,4.0,4.0,GK,Bournemouth,Will Dennis,0
600,8,1.14,1.07,198,7,5.0,5.0,MID,Brighton,Yasin Ayari,2
601,0,0.0,0.0,0,7,5.0,5.0,MID,Brighton,Andrew Moran,0
